site,edition,classification,t,n,m,grade,location,stage,note,source_pdf_page,source_site,raw_line,extract_method,needs_review
Renal Pelvis and Ureter,AJCC8,any,Ta,N0,M0,Any,Any,IV,source_page=199; extract_method=stage_carried; extra_factors/raw_extra=0a,199,Renal Pelvis and Ureter,Ta N0 M0 0a,stage_carried,YES
Renal Pelvis and Ureter,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=199; extract_method=tnm_stage,199,Renal Pelvis and Ureter,Ta N0 M0 0a,tnm_stage,check
Renal Pelvis and Ureter,AJCC8,any,Tis,N0,M0,Any,Any,0a,source_page=199; extract_method=stage_carried; extra_factors/raw_extra=0is,199,Renal Pelvis and Ureter,Tis N0 M0 0is,stage_carried,YES
Renal Pelvis and Ureter,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=199; extract_method=tnm_stage,199,Renal Pelvis and Ureter,Tis N0 M0 0is,tnm_stage,check
Renal Pelvis and Ureter,AJCC8,any,T1,N0,M0,Any,Any,0is,source_page=199; extract_method=stage_carried; extra_factors/raw_extra=I,199,Renal Pelvis and Ureter,T1 N0 M0 I,stage_carried,YES
Renal Pelvis and Ureter,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=199; extract_method=tnm_stage,199,Renal Pelvis and Ureter,T1 N0 M0 I,tnm_stage,check
Renal Pelvis and Ureter,AJCC8,any,T2,N0,M0,Any,Any,I,source_page=199; extract_method=stage_carried; extra_factors/raw_extra=II,199,Renal Pelvis and Ureter,T2 N0 M0 II,stage_carried,YES
Renal Pelvis and Ureter,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=199; extract_method=tnm_stage,199,Renal Pelvis and Ureter,T2 N0 M0 II,tnm_stage,check
Urinary Bladder,AJCC8,yp,Ta,N0,M0,Any,Any,0a,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=noma. The histologic subtypes are as follows:,202,Urinary Bladder,Ta N0 M0 0a noma. The histologic subtypes are as follows:,tnm_stage,YES
Urinary Bladder,AJCC8,yp,Tis,N0,M0,Any,Any,0a,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=0is,202,Urinary Bladder,Tis N0 M0 0is,stage_carried,YES
Urinary Bladder,AJCC8,yp,Tis,N0,M0,Any,Any,0is,source_page=202; extract_method=tnm_stage,202,Urinary Bladder,Tis N0 M0 0is,tnm_stage,check
Urinary Bladder,AJCC8,yp,T1,N0,M0,Any,Any,0is,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=I | Non-invasive carcinoma,202,Urinary Bladder,T1 N0 M0 I Non-invasive carcinoma,stage_carried,YES
Urinary Bladder,AJCC8,yp,T1,N0,M0,Any,Any,I,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Non-invasive carcinoma,202,Urinary Bladder,T1 N0 M0 I Non-invasive carcinoma,tnm_stage,YES
Urinary Bladder,AJCC8,yp,T2a,N0,M0,Any,Any,I,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II,202,Urinary Bladder,T2a N0 M0 II,stage_carried,YES
Urinary Bladder,AJCC8,yp,T2a,N0,M0,Any,Any,II,source_page=202; extract_method=tnm_stage,202,Urinary Bladder,T2a N0 M0 II,tnm_stage,check
Urinary Bladder,AJCC8,yp,T2b,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | • Low-grade papillary urothelial carcinoma; duplicate_source_page=202,202,Urinary Bladder,T2b N0 M0 II • Low-grade papillary urothelial carcinoma,stage_carried,YES
Urinary Bladder,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • High-grade papillary urothelial carcinoma,202,Urinary Bladder,"T3a, T3b, T4a N0 M0 IIIA • High-grade papillary urothelial carcinoma",stage_carried,YES
Urinary Bladder,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,IIIA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• High-grade papillary urothelial carcinoma,202,Urinary Bladder,"T3a, T3b, T4a N0 M0 IIIA • High-grade papillary urothelial carcinoma",tnm_stage,YES
Urinary Bladder,AJCC8,yp,T1-T4a,N1,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • Urothelial carcinoma in situ; duplicate_source_page=202,202,Urinary Bladder,T1-T4a N1 M0 IIIA • Urothelial carcinoma in situ,stage_carried,YES
Urinary Bladder,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIB,202,Urinary Bladder,"T1-T4a N2, N3 M0 IIIB",stage_carried,YES
Urinary Bladder,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIB,source_page=202; extract_method=tnm_stage,202,Urinary Bladder,"T1-T4a N2, N3 M0 IIIB",tnm_stage,check
Urinary Bladder,AJCC8,yp,T4b,Any,M0,Any,Any,IIIB,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA | Invasive carcinoma,202,Urinary Bladder,T4b Any N M0 IVA Invasive carcinoma,stage_carried,YES
Urinary Bladder,AJCC8,yp,T4b,Any,M0,Any,Any,IVA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Invasive carcinoma,202,Urinary Bladder,T4b Any N M0 IVA Invasive carcinoma,tnm_stage,YES
Urinary Bladder,AJCC8,yp,Any,Any,M1a,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA; duplicate_source_page=202,202,Urinary Bladder,Any T Any N M1a IVA,stage_carried,YES
Urinary Bladder,AJCC8,yp,Any,Any,M1b,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVB | • Conventional urothelial carcinoma,202,Urinary Bladder,Any T Any N M1b IVB • Conventional urothelial carcinoma,stage_carried,YES
Urinary Bladder,AJCC8,yp,Any,Any,M1b,Any,Any,IVB,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• Conventional urothelial carcinoma,202,Urinary Bladder,Any T Any N M1b IVB • Conventional urothelial carcinoma,tnm_stage,YES
Urethra,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage,205,Urethra,Tis N0 M0 0is,tnm_stage,check
Urethra,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a,205,Urethra,Ta N0 M0 0a,stage_carried,YES
Urethra,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage,205,Urethra,Ta N0 M0 0a,tnm_stage,check
Urethra,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I,205,Urethra,T1 N0 M0 I,stage_carried,YES
Urethra,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage,205,Urethra,T1 N0 M0 I,tnm_stage,check
Urethra,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III,205,Urethra,T1 N1 M0 III,stage_carried,YES
Urethra,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage,205,Urethra,T1 N1 M0 III,tnm_stage,check
Urethra,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II,205,Urethra,T2 N0 M0 II,stage_carried,YES
Urethra,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=205; extract_method=tnm_stage,205,Urethra,T2 N0 M0 II,tnm_stage,check
Urethra,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III,205,Urethra,T2 N1 M0 III,stage_carried,YES
Urethra,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage,205,Urethra,T2 N1 M0 III,tnm_stage,check
Urethra,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV,205,Urethra,Any T Any N M1 IV,stage_carried,YES
Urethra,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage,205,Urethra,Any T Any N M1 IV,tnm_stage,check
Eyelid Carcinoma,AJCC8,yp,Tis,N0,M0,Any,Any,0,source_page=207; extract_method=tnm_stage; extra_factors/raw_extra=Primary eccrine adenocarcinoma,207,Eyelid Carcinoma,Tis N0 M0 0 Primary eccrine adenocarcinoma,tnm_stage,YES
Eyelid Carcinoma,AJCC8,yp,T1,N0,M0,Any,Any,0,source_page=207; extract_method=stage_carried; extra_factors/raw_extra=IA | Microcystic adnexal carcinoma (sclerosing sweat duct,207,Eyelid Carcinoma,T1 N0 M0 IA Microcystic adnexal carcinoma (sclerosing sweat duct,stage_carried,YES
Eyelid Carcinoma,AJCC8,yp,T1,N0,M0,Any,Any,IA,source_page=207; extract_method=tnm_stage; extra_factors/raw_extra=Microcystic adnexal carcinoma (sclerosing sweat duct,207,Eyelid Carcinoma,T1 N0 M0 IA Microcystic adnexal carcinoma (sclerosing sweat duct,tnm_stage,YES
Eyelid Carcinoma,AJCC8,yp,T2a,N0,M0,Any,Any,IA,source_page=207; extract_method=stage_carried; extra_factors/raw_extra=IB | adenocarcinoma),207,Eyelid Carcinoma,T2a N0 M0 IB adenocarcinoma),stage_carried,YES
Eyelid Carcinoma,AJCC8,yp,T2a,N0,M0,Any,Any,IB,source_page=207; extract_method=tnm_stage; extra_factors/raw_extra=adenocarcinoma),207,Eyelid Carcinoma,T2a N0 M0 IB adenocarcinoma),tnm_stage,YES
Uveal Melanoma,AJCC8,yp,T1a,N0,M0,Any,Any,I,"source_page=216; extract_method=tnm_stage; extra_factors/raw_extra=spindle, i.e. epithelioid cells detected) and contrast them with grade 1",216,Uveal Melanoma,"T1a N0 M0 I spindle, i.e. epithelioid cells detected) and contrast them with grade 1",tnm_stage,YES
Uveal Melanoma,AJCC8,any,T1b-d,N0,M0,Any,Any,I,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIA,216,Uveal Melanoma,T1b-d N0 M0 IIA,stage_carried,YES
Uveal Melanoma,AJCC8,any,T1b-d,N0,M0,Any,Any,IIA,source_page=216; extract_method=tnm_stage,216,Uveal Melanoma,T1b-d N0 M0 IIA,tnm_stage,check
Uveal Melanoma,AJCC8,any,T2a,N0,M0,Any,Any,IIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIA; duplicate_source_page=216,216,Uveal Melanoma,T2a N0 M0 IIA,stage_carried,YES
Uveal Melanoma,AJCC8,any,T2b,N0,M0,Any,Any,IIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIB,216,Uveal Melanoma,T2b N0 M0 IIB,stage_carried,YES
Uveal Melanoma,AJCC8,any,T2b,N0,M0,Any,Any,IIB,source_page=216; extract_method=tnm_stage,216,Uveal Melanoma,T2b N0 M0 IIB,tnm_stage,check
Uveal Melanoma,AJCC8,yp,T3a,N0,M0,Any,Any,IIB,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIB | HISTOPATHOLOGIC TYPE; duplicate_source_page=216,216,Uveal Melanoma,T3a N0 M0 IIB HISTOPATHOLOGIC TYPE,stage_carried,YES
Uveal Melanoma,AJCC8,yp,T2c-d,N0,M0,Any,Any,IIB,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIA,216,Uveal Melanoma,T2c-d N0 M0 IIIA,stage_carried,YES
Uveal Melanoma,AJCC8,yp,T2c-d,N0,M0,Any,Any,IIIA,source_page=216; extract_method=tnm_stage,216,Uveal Melanoma,T2c-d N0 M0 IIIA,tnm_stage,check
Uveal Melanoma,AJCC8,yp,T3b|T3c,N0,M0,Any,Any,IIIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIA | Mixed epithelioid and spindle cell melanoma; duplicate_source_page=216,216,Uveal Melanoma,T3b-c N0 M0 IIIA Mixed epithelioid and spindle cell melanoma,stage_carried,YES
Uveal Melanoma,AJCC8,yp,T4a,N0,M0,Any,Any,IIIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIA | Epithelioid cell melanoma; duplicate_source_page=216,216,Uveal Melanoma,T4a N0 M0 IIIA Epithelioid cell melanoma,stage_carried,YES
Uveal Melanoma,AJCC8,yp,T3d,N0,M0,Any,Any,IIIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIB | Spindle cell melanoma,216,Uveal Melanoma,T3d N0 M0 IIIB Spindle cell melanoma,stage_carried,YES
Uveal Melanoma,AJCC8,yp,T3d,N0,M0,Any,Any,IIIB,source_page=216; extract_method=tnm_stage; extra_factors/raw_extra=Spindle cell melanoma,216,Uveal Melanoma,T3d N0 M0 IIIB Spindle cell melanoma,tnm_stage,YES
Uveal Melanoma,AJCC8,yp,T4b|T4c,N0,M0,Any,Any,IIIB,"source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIB | Spindle cell melanoma, type A; duplicate_source_page=216",216,Uveal Melanoma,"T4b-c N0 M0 IIIB Spindle cell melanoma, type A",stage_carried,YES
Uveal Melanoma,AJCC8,yp,T4d-e,N0,M0,Any,Any,IIIB,"source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIC | Spindle cell melanoma, type B",216,Uveal Melanoma,"T4d-e N0 M0 IIIC Spindle cell melanoma, type B",stage_carried,YES
Uveal Melanoma,AJCC8,yp,T4d-e,N0,M0,Any,Any,IIIC,"source_page=216; extract_method=tnm_stage; extra_factors/raw_extra=Spindle cell melanoma, type B",216,Uveal Melanoma,"T4d-e N0 M0 IIIC Spindle cell melanoma, type B",tnm_stage,YES
Uveal Melanoma,AJCC8,yp,Any,N1,M0,Any,Any,IIIC,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IV,216,Uveal Melanoma,Any T N1 M0 IV,stage_carried,YES
Uveal Melanoma,AJCC8,yp,Any,N1,M0,Any,Any,IV,source_page=216; extract_method=tnm_stage,216,Uveal Melanoma,Any T N1 M0 IV,tnm_stage,check
Uveal Melanoma,AJCC8,yp,Any,Any,M1a|M1b|M1c,Any,Any,IV,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IV; duplicate_source_page=216,216,Uveal Melanoma,Any T Any N M1a-c IV,stage_carried,YES
Retinoblastoma,AJCC8,clinical,T4a,N0,M0,Any,Any,II,source_page=220; extract_method=tnm_grade_stage; extra_factors/raw_extra=Any H | This classification applies only to retinoblastoma. The cen-,220,Retinoblastoma,cT4a cN0 cM0 Any H II This classification applies only to retinoblastoma. The cen-,tnm_grade_stage,YES
Retinoblastoma,AJCC8,clinical,T4b,N0,M0,Any,Any,II,source_page=220; extract_method=stage_carried; extra_factors/raw_extra=Any H | III | tral nervous system component of “trilateral retinoblastoma”,220,Retinoblastoma,cT4b cN0 cM0 Any H III tral nervous system component of “trilateral retinoblastoma”,stage_carried,YES
Retinoblastoma,AJCC8,clinical,T4b,N0,M0,Any,Any,III,source_page=220; extract_method=tnm_grade_stage; extra_factors/raw_extra=Any H | tral nervous system component of “trilateral retinoblastoma”,220,Retinoblastoma,cT4b cN0 cM0 Any H III tral nervous system component of “trilateral retinoblastoma”,tnm_grade_stage,YES
Retinoblastoma,AJCC8,clinical,Any,N1,M0,Any,Any,III,"source_page=220; extract_method=stage_carried; extra_factors/raw_extra=Any H | III | would be required in addition to this staging, using the sec-; duplicate_source_page=220",220,Retinoblastoma,"Any T cN1 cM0 Any H III would be required in addition to this staging, using the sec-",stage_carried,YES
Retinoblastoma,AJCC8,clinical,Any,Any,M1|M1AnyH,Any,Any,III,source_page=220; extract_method=stage_carried; extra_factors/raw_extra=IV | tion pertinent to brain and spinal cord tumors (Chap. 72).,220,Retinoblastoma,Any T Any N cM1 or pM1 Any H IV tion pertinent to brain and spinal cord tumors (Chap. 72).,stage_carried,YES
Retinoblastoma,AJCC8,clinical,Any,Any,M1|M1AnyH,Any,Any,IV,source_page=220; extract_method=tnm_stage; extra_factors/raw_extra=tion pertinent to brain and spinal cord tumors (Chap. 72).,220,Retinoblastoma,Any T Any N cM1 or pM1 Any H IV tion pertinent to brain and spinal cord tumors (Chap. 72).,tnm_stage,YES
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,T1-T3a,N0|NX,M0,Any,Any,IVA,source_page=235; extract_method=tnm_stage; extra_factors/raw_extra=Hürthle cell carcinoma,235,Thyroid - Differentiated and Anaplastic Carcinoma,T1-T3a N0/NX M0 IVA Hürthle cell carcinoma,tnm_stage,YES
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,T1-T3a,N1,M0,Any,Any,IVA,source_page=235; extract_method=stage_carried; extra_factors/raw_extra=IVB,235,Thyroid - Differentiated and Anaplastic Carcinoma,T1-T3a N1 M0 IVB,stage_carried,YES
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,T1-T3a,N1,M0,Any,Any,IVB,source_page=235; extract_method=tnm_stage,235,Thyroid - Differentiated and Anaplastic Carcinoma,T1-T3a N1 M0 IVB,tnm_stage,check
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,T3b,Any,M0,Any,Any,IVB,source_page=235; extract_method=stage_carried; extra_factors/raw_extra=IVB; duplicate_source_page=235,235,Thyroid - Differentiated and Anaplastic Carcinoma,T3b Any N M0 IVB,stage_carried,YES
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,T4,Any,M0,Any,Any,IVB,source_page=235; extract_method=stage_carried; extra_factors/raw_extra=IVB; duplicate_source_page=235,235,Thyroid - Differentiated and Anaplastic Carcinoma,T4 Any N M0 IVB,stage_carried,YES
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,Any,Any,M1,Any,Any,IVB,source_page=235; extract_method=stage_carried; extra_factors/raw_extra=IVC,235,Thyroid - Differentiated and Anaplastic Carcinoma,Any T Any N M1 IVC,stage_carried,YES
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,yp,Any,Any,M1,Any,Any,IVC,source_page=235; extract_method=tnm_stage,235,Thyroid - Differentiated and Anaplastic Carcinoma,Any T Any N M1 IVC,tnm_stage,check
Thyroid - Medullary,AJCC8,any,tothethyroid,AnyT,AnyN,Any,Any,IVC,source_page=239; extract_method=tnm_extra_stage; extra_factors/raw_extra=M1; duplicate_source_page=239,239,Thyroid - Medullary,to the thyroid Any T Any N M1 IVC,tnm_extra_stage,YES
Primary Cutaneous Lymphomas,AJCC8,yp,T1,N0,M0,Any,Any,IA,"source_page=253; extract_method=tnm_grade_stage; extra_factors/raw_extra=B0,1 | or involvement of any lymph node region that does",253,Primary Cutaneous Lymphomas,"T1 N0 M0 B0,1 IA or involvement of any lymph node region that does",tnm_grade_stage,YES
Primary Cutaneous Lymphomas,AJCC8,yp,T2,N0,M0,Any,Any,IA,"source_page=253; extract_method=stage_carried; extra_factors/raw_extra=B0,1 | IB | not drain an area of current or prior skin involvement",253,Primary Cutaneous Lymphomas,"T2 N0 M0 B0,1 IB not drain an area of current or prior skin involvement",stage_carried,YES
Primary Cutaneous Lymphomas,AJCC8,yp,T2,N0,M0,Any,Any,IB,"source_page=253; extract_method=tnm_grade_stage; extra_factors/raw_extra=B0,1 | not drain an area of current or prior skin involvement",253,Primary Cutaneous Lymphomas,"T2 N0 M0 B0,1 IB not drain an area of current or prior skin involvement",tnm_grade_stage,YES
