site,edition,classification,t,n,m,grade,location,stage,note,source_pdf_page,source_site,raw_line,extract_method,needs_review
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4b,N1a,M0,Any,Any,IIIB,source_page=342; extract_method=stage_first; extra_factors/raw_extra=of skin,342,Melanoma of the Skin,IIIB T1 - 4b N1a M0 of skin,stage_first,YES
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4b,N2a,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried,342,Melanoma of the Skin,T1 - 4b N2a M0,stage_carried,check
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4a,N1b,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried,342,Melanoma of the Skin,T1 - 4a N1b M0,stage_carried,check
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4a,N2b,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried,342,Melanoma of the Skin,T1 - 4a N2b M0,stage_carried,check
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4a,N2c,M0,Any,Any,IIIB,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C51.1 Labium minus,342,Melanoma of the Skin,T1 - 4a N2c M0 C51.1 Labium minus,stage_carried,YES
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4b,N1b,M0,Any,Any,IIIC,source_page=342; extract_method=stage_first; extra_factors/raw_extra=C51.2 Clitoris; duplicate_source_page=352; duplicate_source_page=358,342,Melanoma of the Skin,IIIC T1 - 4b N1b M0 C51.2 Clitoris,stage_first,YES
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4b,N2b,M0,Any,Any,IIIC,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C51.8 Overlapping lesion; duplicate_source_page=358,342,Melanoma of the Skin,T1 - 4b N2b M0 C51.8 Overlapping lesion,stage_carried,YES
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4b,N2c,M0,Any,Any,IIIC,source_page=342; extract_method=stage_carried; extra_factors/raw_extra=of vulva; duplicate_source_page=358,342,Melanoma of the Skin,T1 - 4b N2c M0 of vulva,stage_carried,YES
Melanoma of the Skin,AJCC7,any,Any,N3,M0,Any,Any,IIIC,"source_page=342; extract_method=stage_carried; extra_factors/raw_extra=C51.9 Vulva, NOS; duplicate_source_page=358",342,Melanoma of the Skin,"Any T N3 M0 C51.9 Vulva, NOS",stage_carried,YES
Melanoma of the Skin,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=342; extract_method=stage_first; extra_factors/raw_extra=IV | Any T | Any N | M1 | C60.0 Prepuce; duplicate_source_page=358; duplicate_source_page=358,342,Melanoma of the Skin,Stage IV Any T Any N M1 IV Any T Any N M1 C60.0 Prepuce,stage_first,YES
Melanoma of the Skin,AJCC7,any,T3a,N0,M0,Any,Any,IB,source_page=352; extract_method=stage_carried; extra_factors/raw_extra=T3a | N0 | M0,352,Melanoma of the Skin,T3a N0 M0 T3a N0 M0,stage_carried,YES
Melanoma of the Skin,AJCC7,any,T4a,N0,M0,Any,Any,IB,source_page=352; extract_method=stage_carried; extra_factors/raw_extra=T4a | N0 | M0,352,Melanoma of the Skin,T4a N0 M0 T4a N0 M0,stage_carried,YES
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4a,N1b,M0,Any,Any,IB,source_page=352; extract_method=stage_carried,352,Melanoma of the Skin,T1 - 4a N1b M0,stage_carried,check
Melanoma of the Skin,AJCC7,any,T3a,N0,M0,Any,Any,IIB,source_page=358; extract_method=tnm_stage; extra_factors/raw_extra=T3b | N0 | M0,358,Melanoma of the Skin,T3a N0 M0 IIB T3b N0 M0,tnm_stage,YES
Melanoma of the Skin,AJCC7,any,T4a,N0,M0,Any,Any,IIC,source_page=358; extract_method=tnm_stage; extra_factors/raw_extra=T4b | N0 | M0,358,Melanoma of the Skin,T4a N0 M0 IIC T4b N0 M0,tnm_stage,YES
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4b,N2a,M0,Any,Any,IV,source_page=358; extract_method=stage_carried,358,Melanoma of the Skin,T1 - 4b N2a M0,stage_carried,check
Melanoma of the Skin,AJCC7,any,T1|T2|T3|T4a,N2c,M0,Any,Any,IV,source_page=358; extract_method=stage_carried,358,Melanoma of the Skin,T1 - 4a N2c M0,stage_carried,check
Breast,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=365; extract_method=stage_first; extra_factors/raw_extra=C50.0 Nipple; duplicate_source_page=390,365,Breast,Stage 0 Tis N0 M0 C50.0 Nipple,stage_first,YES
Breast,AJCC7,any,T1,N0,M0,Any,Any,IA,source_page=365; extract_method=stage_first; extra_factors/raw_extra=C50.1 Central portion; duplicate_source_page=390,365,Breast,Stage IA T1* N0 M0 C50.1 Central portion,stage_first,YES
Breast,AJCC7,any,T0,N1mi,M0,Any,Any,IB,source_page=365; extract_method=stage_first; extra_factors/raw_extra=C50.2 Upper inner; duplicate_source_page=390,365,Breast,Stage IB T0 N1mi M0 C50.2 Upper inner,stage_first,YES
Breast,AJCC7,any,T1,N1mi,M0,Any,Any,IB,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=quadrant of breast; duplicate_source_page=390,365,Breast,T1* N1mi M0 quadrant of breast,stage_carried,YES
Breast,AJCC7,any,T0,N1,M0,Any,Any,IIA,source_page=365; extract_method=stage_first; extra_factors/raw_extra=C50.3 Lower inner; duplicate_source_page=390,365,Breast,Stage IIA T0 N1** M0 C50.3 Lower inner,stage_first,YES
Breast,AJCC7,any,T1,N1,M0,Any,Any,IIA,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=quadrant of breast; duplicate_source_page=390,365,Breast,T1* N1** M0 quadrant of breast,stage_carried,YES
Breast,AJCC7,any,T2,N0,M0,Any,Any,IIA,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=C50.4 Upper outer; duplicate_source_page=390,365,Breast,T2 N0 M0 C50.4 Upper outer,stage_carried,YES
Breast,AJCC7,any,T2,N1,M0,Any,Any,IIB,source_page=365; extract_method=stage_first; extra_factors/raw_extra=C50.5 Lower outer; duplicate_source_page=390,365,Breast,Stage IIB T2 N1 M0 C50.5 Lower outer,stage_first,YES
Breast,AJCC7,any,T3,N0,M0,Any,Any,IIB,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=quadrant of breast; duplicate_source_page=390,365,Breast,T3 N0 M0 quadrant of breast,stage_carried,YES
Breast,AJCC7,any,T0,N2,M0,Any,Any,IIIA,source_page=365; extract_method=stage_first; extra_factors/raw_extra=C50.6 Axillary tail; duplicate_source_page=390,365,Breast,Stage IIIA T0 N2 M0 C50.6 Axillary tail,stage_first,YES
Breast,AJCC7,any,T1,N2,M0,Any,Any,IIIA,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=of breast; duplicate_source_page=390,365,Breast,T1* N2 M0 of breast,stage_carried,YES
Breast,AJCC7,any,T2,N2,M0,Any,Any,IIIA,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=C50.8 Overlapping; duplicate_source_page=390,365,Breast,T2 N2 M0 C50.8 Overlapping,stage_carried,YES
Breast,AJCC7,any,T3,N1,M0,Any,Any,IIIA,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=lesion of breast; duplicate_source_page=390,365,Breast,T3 N1 M0 lesion of breast,stage_carried,YES
Breast,AJCC7,any,T3,N2,M0,Any,Any,IIIA,"source_page=365; extract_method=stage_carried; extra_factors/raw_extra=C50.9 Breast, NOS; duplicate_source_page=390",365,Breast,"T3 N2 M0 C50.9 Breast, NOS",stage_carried,YES
Breast,AJCC7,any,T4,N0,M0,Any,Any,IIIB,source_page=365; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=390,365,Breast,Stage IIIB T4 N0 M0 ICD-O-3 HISTOLOGY,stage_first,YES
Breast,AJCC7,any,T4,N1,M0,Any,Any,IIIB,source_page=365; extract_method=stage_carried; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=390,365,Breast,T4 N1 M0 CODE RANGES,stage_carried,YES
Breast,AJCC7,any,T4,N2,M0,Any,Any,IIIB,"source_page=365; extract_method=stage_carried; extra_factors/raw_extra=8000-8576, 8940-8950,; duplicate_source_page=390",365,Breast,"T4 N2 M0 8000-8576, 8940-8950,",stage_carried,YES
Breast,AJCC7,any,Any,N3,M0,Any,Any,IIIC,"source_page=365; extract_method=stage_first; extra_factors/raw_extra=8980-8981, 9020",365,Breast,"Stage IIIC Any T N3 M0 8980-8981, 9020",stage_first,YES
Breast,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=365; extract_method=stage_first,365,Breast,Stage IV Any T Any N M1,stage_first,check
Breast,AJCC7,clinical,T2,N1,M0,Any,Any,IIB,source_page=376; extract_method=stage_first,376,Breast,Stage IIB T2 N1 M0,stage_first,check
Breast,AJCC7,clinical,T0,N2,M0,Any,Any,IIIA,source_page=376; extract_method=stage_first,376,Breast,Stage IIIA T0 N2 M0,stage_first,check
Breast,AJCC7,clinical,T1,N2,M0,Any,Any,IIIA,source_page=376; extract_method=stage_carried,376,Breast,T1* N2 M0,stage_carried,check
Breast,AJCC7,clinical,T4,N2,M0,Any,Any,IIIA,source_page=376; extract_method=stage_carried,376,Breast,T4 N2 M0,stage_carried,check
Breast,AJCC7,yp,Any,N3,M0,Any,Any,IIIC,source_page=376; extract_method=stage_first,376,Breast,Stage IIIC Any T N3 M0,stage_first,check
Vulva,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=395; extract_method=stage_first; extra_factors/raw_extra=C51.0 Labium majus; duplicate_source_page=400,395,Vulva,Stage 0* Tis N0 M0 C51.0 Labium majus,stage_first,YES
Vulva,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=395; extract_method=stage_first; extra_factors/raw_extra=C51.1 Labium minus; duplicate_source_page=400,395,Vulva,Stage I T1 N0 M0 C51.1 Labium minus,stage_first,YES
Vulva,AJCC7,any,T1a,N0,M0,Any,Any,IA,source_page=395; extract_method=stage_first; extra_factors/raw_extra=C51.8 Overlapping lesion; duplicate_source_page=400,395,Vulva,Stage IA T1a N0 M0 C51.8 Overlapping lesion,stage_first,YES
Vulva,AJCC7,any,T1b,N0,M0,Any,Any,IB,source_page=395; extract_method=stage_first; extra_factors/raw_extra=of vulva; duplicate_source_page=400,395,Vulva,Stage IB T1b N0 M0 of vulva,stage_first,YES
Vulva,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=395; extract_method=stage_first; duplicate_source_page=400,395,Vulva,Stage II T2 N0 M0,stage_first,YES
Vulva,AJCC7,any,T1|T2,N1a|N1b,M0,Any,Any,IIIA,source_page=395; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=400,395,Vulva,"Stage IIIA T1, T2 N1a, N1b M0 ICD-O-3 HISTOLOGY",stage_first,YES
Vulva,AJCC7,any,T1|T2,N2a|N2b,M0,Any,Any,IIIB,"source_page=395; extract_method=stage_first; extra_factors/raw_extra=8000-8246, 8248-8576,; duplicate_source_page=400",395,Vulva,"Stage IIIB T1, T2 N2a, N2b M0 8000-8246, 8248-8576,",stage_first,YES
Vulva,AJCC7,any,T1|T2,N2c,M0,Any,Any,IIIC,"source_page=395; extract_method=stage_first; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=400",395,Vulva,"Stage IIIC T1, T2 N2c M0 8940-8950, 8980-8981",stage_first,YES
Vulva,AJCC7,any,T1|T2,N3,M0,Any,Any,IVA,source_page=395; extract_method=stage_first; duplicate_source_page=400,395,Vulva,"Stage IVA T1, T2 N3 M0",stage_first,YES
Vulva,AJCC7,any,T3,Any,M0,Any,Any,IVA,source_page=395; extract_method=stage_carried,395,Vulva,T3 Any N M0,stage_carried,check
Vulva,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=395; extract_method=stage_first; duplicate_source_page=400,395,Vulva,Stage IVB Any T Any N M1,stage_first,YES
Vulva,AJCC7,yp,Tis,N0,M0,Any,Any,0,source_page=397; extract_method=stage_first; extra_factors/raw_extra=Squamous cell carcinoma is the most frequent form of cancer,397,Vulva,Stage 0* Tis N0 M0 Squamous cell carcinoma is the most frequent form of cancer,stage_first,YES
Vulva,AJCC7,yp,T1,N0,M0,Any,Any,I,source_page=397; extract_method=stage_first; extra_factors/raw_extra=of the vulva. This staging classification does not apply to,397,Vulva,Stage I T1 N0 M0 of the vulva. This staging classification does not apply to,stage_first,YES
Vulva,AJCC7,yp,T1a,N0,M0,Any,Any,IA,source_page=397; extract_method=stage_first; extra_factors/raw_extra=The common histopathologic types are as follows:,397,Vulva,Stage IA T1a N0 M0 The common histopathologic types are as follows:,stage_first,YES
Vulva,AJCC7,yp,T1b,N0,M0,Any,Any,IB,source_page=397; extract_method=stage_first,397,Vulva,Stage IB T1b N0 M0,stage_first,check
Vulva,AJCC7,yp,T2,N0,M0,Any,Any,II,source_page=397; extract_method=stage_first; extra_factors/raw_extra=Verrucous carcinoma,397,Vulva,Stage II T2 N0 M0 Verrucous carcinoma,stage_first,YES
Vulva,AJCC7,yp,T1|T2,N1a|N1b,M0,Any,Any,IIIA,source_page=397; extract_method=stage_first; extra_factors/raw_extra=Paget’s disease of vulva,397,Vulva,"Stage IIIA T1, T2 N1a, N1b M0 Paget’s disease of vulva",stage_first,YES
Vulva,AJCC7,yp,T1|T2,N2a|N2b,M0,Any,Any,IIIB,"source_page=397; extract_method=stage_first; extra_factors/raw_extra=Basal cell carcinoma, NOS",397,Vulva,"Stage IIIB T1, T2 N2a, N2b M0 Basal cell carcinoma, NOS",stage_first,YES
Vulva,AJCC7,yp,T1|T2,N2c,M0,Any,Any,IIIC,source_page=397; extract_method=stage_first; extra_factors/raw_extra=Bartholin’s gland carcinoma,397,Vulva,"Stage IIIC T1, T2 N2c M0 Bartholin’s gland carcinoma",stage_first,YES
Vulva,AJCC7,yp,T1|T2,N3,M0,Any,Any,IVA,source_page=397; extract_method=stage_first; extra_factors/raw_extra=The presence or absence of lymphovascular space invasion,397,Vulva,"Stage IVA T1, T2 N3 M0 The presence or absence of lymphovascular space invasion",stage_first,YES
Vulva,AJCC7,yp,T3,Any,M0,Any,Any,IVA,source_page=397; extract_method=stage_carried; extra_factors/raw_extra=should be noted in the pathology report.,397,Vulva,T3 Any N M0 should be noted in the pathology report.,stage_carried,YES
Vulva,AJCC7,yp,Any,Any,M1,Any,Any,IVB,source_page=397; extract_method=stage_first,397,Vulva,Stage IVB Any T Any N M1,stage_first,check
Vulva,AJCC7,any,T3,Any,MO,Any,Any,IVA,source_page=400; extract_method=stage_carried; extra_factors/raw_extra=T3 | Any N | MO,400,Vulva,T3 Any N MO T3 Any N MO,stage_carried,YES
Vagina,AJCC7,any,Tis,N0,M0,Any,Any,0,"source_page=403; extract_method=stage_first; extra_factors/raw_extra=C52.9 Vagina, NOS; duplicate_source_page=407",403,Vagina,"Stage 0* Tis N0 M0 C52.9 Vagina, NOS",stage_first,YES
Vagina,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=403; extract_method=stage_first; duplicate_source_page=404; duplicate_source_page=407,403,Vagina,Stage I T1 N0 M0,stage_first,YES
Vagina,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=403; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=407,403,Vagina,Stage II T2 N0 M0 CODE RANGES,stage_first,YES
Vagina,AJCC7,any,T1-T3,N1,M0,Any,Any,III,"source_page=403; extract_method=stage_first; extra_factors/raw_extra=8000-8576, 8800-8801,; duplicate_source_page=407",403,Vagina,"Stage III T1-T3 N1 M0 8000-8576, 8800-8801,",stage_first,YES
Vagina,AJCC7,any,T3,N0,M0,Any,Any,III,"source_page=403; extract_method=stage_carried; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=407",403,Vagina,"T3 N0 M0 8940-8950, 8980-8981",stage_carried,YES
Vagina,AJCC7,any,T4,Any,M0,Any,Any,IVA,source_page=403; extract_method=stage_first; duplicate_source_page=407,403,Vagina,Stage IVA T4 Any N M0,stage_first,YES
Vagina,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=403; extract_method=stage_first; duplicate_source_page=404; duplicate_source_page=407,403,Vagina,Stage IVB Any T Any N M1,stage_first,YES
Vagina,AJCC7,any,T3,N0,M0,Any,Any,I,source_page=404; extract_method=stage_carried,404,Vagina,T3 N0 M0,stage_carried,check
Cervix Uteri,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=411; extract_method=stage_first; extra_factors/raw_extra=C53.1 Exocervix; duplicate_source_page=413,411,Cervix Uteri,Stage 0* Tis N0 M0 C53.1 Exocervix,stage_first,YES
Cervix Uteri,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=411; extract_method=stage_first; extra_factors/raw_extra=C53.8 Overlapping lesion; duplicate_source_page=416,411,Cervix Uteri,Stage I T1 N0 M0 C53.8 Overlapping lesion,stage_first,YES
Cervix Uteri,AJCC7,any,T1a,N0,M0,Any,Any,IA,source_page=411; extract_method=stage_first; extra_factors/raw_extra=C53.9 Cervix uteri; duplicate_source_page=413,411,Cervix Uteri,Stage IA T1a N0 M0 C53.9 Cervix uteri,stage_first,YES
Cervix Uteri,AJCC7,any,T1b,N0,M0,Any,Any,IB,"source_page=411; extract_method=stage_first; extra_factors/raw_extra=8000-8576, 8940-8950,",411,Cervix Uteri,"Stage IB T1b N0 M0 8000-8576, 8940-8950,",stage_first,YES
Cervix Uteri,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=411; extract_method=stage_first; duplicate_source_page=413; duplicate_source_page=416,411,Cervix Uteri,Stage II T2 N0 M0,stage_first,YES
Cervix Uteri,AJCC7,any,T2a,N0,M0,Any,Any,IIA,source_page=411; extract_method=stage_first,411,Cervix Uteri,Stage IIA T2a N0 M0,stage_first,check
Cervix Uteri,AJCC7,any,T2b,N0,M0,Any,Any,IIB,source_page=411; extract_method=stage_first; duplicate_source_page=413,411,Cervix Uteri,Stage IIB T2b N0 M0,stage_first,check
Cervix Uteri,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=411; extract_method=stage_first,411,Cervix Uteri,Stage III T3 N0 M0,stage_first,check
Cervix Uteri,AJCC7,any,T3a,N0,M0,Any,Any,IIIA,source_page=411; extract_method=stage_first; duplicate_source_page=413,411,Cervix Uteri,Stage IIIA T3a N0 M0,stage_first,check
Cervix Uteri,AJCC7,any,T3b,Any,M0,Any,Any,IIIB,source_page=411; extract_method=stage_first,411,Cervix Uteri,Stage IIIB T3b Any N M0,stage_first,check
Cervix Uteri,AJCC7,any,T1|T2|T3,N1,M0,Any,Any,IIIB,source_page=411; extract_method=stage_carried,411,Cervix Uteri,T1-3 N1 M0,stage_carried,check
Cervix Uteri,AJCC7,any,T4,Any,M0,Any,Any,IVA,source_page=411; extract_method=stage_first,411,Cervix Uteri,Stage IVA T4 Any N M0,stage_first,check
Cervix Uteri,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=411; extract_method=stage_first,411,Cervix Uteri,Stage IVB Any T Any N M1,stage_first,check
Cervix Uteri,AJCC7,any,T1|T2|T3,N1,M0,Any,Any,II,source_page=416; extract_method=stage_carried; extra_factors/raw_extra=T1-3 | N1 | M0,416,Cervix Uteri,T1-3 N1 M0 T1-3 N1 M0,stage_carried,YES
Corpus Uteri,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=419; extract_method=stage_first; extra_factors/raw_extra=CODES; duplicate_source_page=428,419,Corpus Uteri,Stage 0** Tis N0 M0 CODES,stage_first,YES
Corpus Uteri,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=419; extract_method=stage_first; extra_factors/raw_extra=C54.1 Endometrium; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=423; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage I T1 N0 M0 C54.1 Endometrium,stage_first,YES
Corpus Uteri,AJCC7,any,T1a,N0,M0,Any,Any,IA,source_page=419; extract_method=stage_first; extra_factors/raw_extra=C54.2 Myometrium; duplicate_source_page=420; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage IA T1a N0 M0 C54.2 Myometrium,stage_first,YES
Corpus Uteri,AJCC7,any,T1b,N0,M0,Any,Any,IB,source_page=419; extract_method=stage_first; extra_factors/raw_extra=C54.8 Overlapping lesion; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage IB T1b N0 M0 C54.8 Overlapping lesion,stage_first,YES
Corpus Uteri,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=419; extract_method=stage_first; extra_factors/raw_extra=of corpus uteri; duplicate_source_page=420; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage II T2 N0 M0 of corpus uteri,stage_first,YES
Corpus Uteri,AJCC7,any,T3,N0,M0,Any,Any,III,"source_page=419; extract_method=stage_first; extra_factors/raw_extra=C55.9 Uterus, NOS; duplicate_source_page=422; duplicate_source_page=428",419,Corpus Uteri,"Stage III T3 N0 M0 C55.9 Uterus, NOS",stage_first,YES
Corpus Uteri,AJCC7,any,T3a,N0,M0,Any,Any,IIIA,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage IIIA T3a N0 M0,stage_first,YES
Corpus Uteri,AJCC7,any,T3b,N0,M0,Any,Any,IIIB,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage IIIB T3b N0 M0,stage_first,YES
Corpus Uteri,AJCC7,any,T4,Any,M0,Any,Any,IVA,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage IVA T4 Any N M0,stage_first,YES
Corpus Uteri,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=419; extract_method=stage_first; duplicate_source_page=420; duplicate_source_page=422; duplicate_source_page=424; duplicate_source_page=428; duplicate_source_page=432,419,Corpus Uteri,Stage IVB Any T Any N M1,stage_first,YES
Corpus Uteri,AJCC7,any,T1c,N0,M0,Any,Any,IC,source_page=420; extract_method=stage_first; extra_factors/raw_extra=8933 (Adenosarcoma); duplicate_source_page=432,420,Corpus Uteri,Stage IC** T1c N0 M0 8933 (Adenosarcoma),stage_first,YES
Corpus Uteri,AJCC7,any,T1|T2|T3,N1,M0,Any,Any,IIIC,source_page=420; extract_method=stage_first; duplicate_source_page=424; duplicate_source_page=432,420,Corpus Uteri,"Stage IIIC T1, T2, T3 N1 M0",stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=435; extract_method=stage_first; extra_factors/raw_extra=C56.9 Ovary; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage I T1 N0 M0 C56.9 Ovary,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T1a,N0,M0,Any,Any,IA,source_page=435; extract_method=stage_first; extra_factors/raw_extra=C48.1 Specified parts; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IA T1a N0 M0 C48.1 Specified parts,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T1b,N0,M0,Any,Any,IB,source_page=435; extract_method=stage_first; extra_factors/raw_extra=(female only); duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IB T1b N0 M0 (female only),stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T1c,N0,M0,Any,Any,IC,source_page=435; extract_method=stage_first; extra_factors/raw_extra=C48.2 Peritoneum; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IC T1c N0 M0 C48.2 Peritoneum,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=435; extract_method=stage_first; extra_factors/raw_extra=C48.8 Overlapping lesion; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage II T2 N0 M0 C48.8 Overlapping lesion,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T2a,N0,M0,Any,Any,IIA,source_page=435; extract_method=stage_first; extra_factors/raw_extra=of retroperitoneum; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IIA T2a N0 M0 of retroperitoneum,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T2b,N0,M0,Any,Any,IIB,source_page=435; extract_method=stage_first; extra_factors/raw_extra=(female only); duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IIB T2b N0 M0 (female only),stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T2c,N0,M0,Any,Any,IIC,source_page=435; extract_method=stage_first; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IIC T2c N0 M0,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=435; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage III T3 N0 M0 CODE RANGES,stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T3a,N0,M0,Any,Any,IIIA,"source_page=435; extract_method=stage_first; extra_factors/raw_extra=8000-8576, 8590-8671,; duplicate_source_page=442",435,Ovary and Primary Peritoneal Carcinoma,"Stage IIIA T3a N0 M0 8000-8576, 8590-8671,",stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T3b,N0,M0,Any,Any,IIIB,"source_page=435; extract_method=stage_first; extra_factors/raw_extra=8000-8576, 8590-8671,; duplicate_source_page=442",435,Ovary and Primary Peritoneal Carcinoma,"Stage IIIB T3b N0 M0 8000-8576, 8590-8671,",stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,T3c,N0,M0,Any,Any,IIIC,"source_page=435; extract_method=stage_first; extra_factors/raw_extra=8930-8934, 8940-9110; duplicate_source_page=442",435,Ovary and Primary Peritoneal Carcinoma,"Stage IIIC T3c N0 M0 8930-8934, 8940-9110",stage_first,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,Any,N1,M0,Any,Any,IIIC,source_page=435; extract_method=stage_carried; extra_factors/raw_extra=(C48.1-C48.8 only); duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Any T N1 M0 (C48.1-C48.8 only),stage_carried,YES
Ovary and Primary Peritoneal Carcinoma,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=435; extract_method=stage_first; duplicate_source_page=442,435,Ovary and Primary Peritoneal Carcinoma,Stage IV Any T Any N M1,stage_first,YES
Fallopian Tube,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=445; extract_method=stage_first; extra_factors/raw_extra=C57.0 Fallopian tube; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage 0* Tis N0 M0 C57.0 Fallopian tube,stage_first,YES
Fallopian Tube,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=445; extract_method=stage_first; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage I T1 N0 M0,stage_first,YES
Fallopian Tube,AJCC7,any,T1a,N0,M0,Any,Any,IA,source_page=445; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=447; duplicate_source_page=450,445,Fallopian Tube,Stage IA T1a N0 M0 CODE RANGES,stage_first,YES
