site,edition,classification,t,n,m,grade,location,stage,note,source_pdf_page,source_site,raw_line,extract_method,needs_review
Ampulla of Vater,AJCC7,any,T1,N1,M0,Any,Any,IIB,"source_page=251; extract_method=stage_first; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=255",251,Ampulla of Vater,"Stage IIB T1 N1 M0 8940-8950, 8980-8981",stage_first,YES
Ampulla of Vater,AJCC7,any,T2,N1,M0,Any,Any,IIB,source_page=251; extract_method=stage_carried; duplicate_source_page=255,251,Ampulla of Vater,T2 N1 M0,stage_carried,YES
Ampulla of Vater,AJCC7,any,T3,N1,M0,Any,Any,IIB,source_page=251; extract_method=stage_carried; duplicate_source_page=255,251,Ampulla of Vater,T3 N1 M0,stage_carried,YES
Ampulla of Vater,AJCC7,any,T4,Any,M0,Any,Any,III,source_page=251; extract_method=stage_first; duplicate_source_page=255,251,Ampulla of Vater,Stage III T4 Any N M0,stage_first,YES
Ampulla of Vater,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=251; extract_method=stage_first; duplicate_source_page=255,251,Ampulla of Vater,Stage IV Any T Any N M1,stage_first,YES
Ampulla of Vater,AJCC7,yp,Tis,N0,M0,Any,Any,0,"source_page=253; extract_method=stage_first; extra_factors/raw_extra=Papillary carcinoma, noninvasive",253,Ampulla of Vater,"Stage 0 Tis N0 M0 Papillary carcinoma, noninvasive",stage_first,YES
Ampulla of Vater,AJCC7,yp,T1,N0,M0,Any,Any,IA,source_page=253; extract_method=stage_first; extra_factors/raw_extra=Carcinoma,253,Ampulla of Vater,Stage IA T1 N0 M0 Carcinoma,stage_first,YES
Ampulla of Vater,AJCC7,yp,T2,N0,M0,Any,Any,IB,source_page=253; extract_method=stage_first; extra_factors/raw_extra=Other (specify),253,Ampulla of Vater,Stage IB T2 N0 M0 Other (specify),stage_first,YES
Ampulla of Vater,AJCC7,yp,T3,N0,M0,Any,Any,IIA,source_page=253; extract_method=stage_first; extra_factors/raw_extra=*Grade 4 by definition,253,Ampulla of Vater,Stage IIA T3 N0 M0 *Grade 4 by definition,stage_first,YES
Ampulla of Vater,AJCC7,yp,T1,N1,M0,Any,Any,IIB,source_page=253; extract_method=stage_first,253,Ampulla of Vater,Stage IIB T1 N1 M0,stage_first,check
Ampulla of Vater,AJCC7,yp,T2,N1,M0,Any,Any,IIB,source_page=253; extract_method=stage_carried,253,Ampulla of Vater,T2 N1 M0,stage_carried,check
Ampulla of Vater,AJCC7,yp,T3,N1,M0,Any,Any,IIB,source_page=253; extract_method=stage_carried; extra_factors/raw_extra=OUTCOMES RESULTS,253,Ampulla of Vater,T3 N1 M0 OUTCOMES RESULTS,stage_carried,YES
Ampulla of Vater,AJCC7,yp,T4,Any,M0,Any,Any,III,source_page=253; extract_method=stage_first,253,Ampulla of Vater,Stage III T4 Any N M0,stage_first,check
Ampulla of Vater,AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=253; extract_method=stage_first; extra_factors/raw_extra=ampulla of Vater from 1998 to 2002 are shown in Figure 23.2.,253,Ampulla of Vater,Stage IV Any T Any N M1 ampulla of Vater from 1998 to 2002 are shown in Figure 23.2.,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=257; extract_method=stage_first; extra_factors/raw_extra=C25.0 Head of pancreas; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage 0 Tis N0 M0 C25.0 Head of pancreas,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T1,N0,M0,Any,Any,IA,source_page=257; extract_method=stage_first; extra_factors/raw_extra=C25.1 Body of pancreas; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage IA T1 N0 M0 C25.1 Body of pancreas,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T2,N0,M0,Any,Any,IB,source_page=257; extract_method=stage_first; extra_factors/raw_extra=C25.3 Pancreatic duct; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage IB T2 N0 M0 C25.3 Pancreatic duct,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T3,N0,M0,Any,Any,IIA,source_page=257; extract_method=stage_first; extra_factors/raw_extra=C25.4 Islets of Langerhans; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage IIA T3 N0 M0 C25.4 Islets of Langerhans,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T1,N1,M0,Any,Any,IIB,source_page=257; extract_method=stage_first; extra_factors/raw_extra=C25.7 Other specified; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage IIB T1 N1 M0 C25.7 Other specified,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T2,N1,M0,Any,Any,IIB,source_page=257; extract_method=stage_carried; extra_factors/raw_extra=parts of pancreas; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,T2 N1 M0 parts of pancreas,stage_carried,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T3,N1,M0,Any,Any,IIB,source_page=257; extract_method=stage_carried; extra_factors/raw_extra=C25.8 Overlapping lesion; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,T3 N1 M0 C25.8 Overlapping lesion,stage_carried,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,T4,Any,M0,Any,Any,III,source_page=257; extract_method=stage_first; extra_factors/raw_extra=of pancreas; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage III T4 Any N M0 of pancreas,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=257; extract_method=stage_first; duplicate_source_page=263,257,Exocrine and Endocrine Pancreas,Stage IV Any T Any N M1,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,Tis,N0,M0,Any,Any,0,source_page=261; extract_method=stage_first; extra_factors/raw_extra=Serous cystadenocarcinoma,261,Exocrine and Endocrine Pancreas,Stage 0 Tis N0 M0 Serous cystadenocarcinoma,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T1,N0,M0,Any,Any,IA,source_page=261; extract_method=stage_first; extra_factors/raw_extra=Intraductal papillary mucinous carcinoma with or with-,261,Exocrine and Endocrine Pancreas,Stage IA T1 N0 M0 Intraductal papillary mucinous carcinoma with or with-,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T2,N0,M0,Any,Any,IB,source_page=261; extract_method=stage_first; extra_factors/raw_extra=out invasion (IPMN),261,Exocrine and Endocrine Pancreas,Stage IB T2 N0 M0 out invasion (IPMN),stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T3,N0,M0,Any,Any,IIA,source_page=261; extract_method=stage_first; extra_factors/raw_extra=Acinar cell cystadenocarcinoma,261,Exocrine and Endocrine Pancreas,Stage IIA T3 N0 M0 Acinar cell cystadenocarcinoma,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T1,N1,M0,Any,Any,IIB,source_page=261; extract_method=stage_first; extra_factors/raw_extra=Mixed acinar-endocrine carcinoma,261,Exocrine and Endocrine Pancreas,Stage IIB T1 N1 M0 Mixed acinar-endocrine carcinoma,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T2,N1,M0,Any,Any,IIB,source_page=261; extract_method=stage_carried; extra_factors/raw_extra=Pancreaticoblastoma,261,Exocrine and Endocrine Pancreas,T2 N1 M0 Pancreaticoblastoma,stage_carried,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T3,N1,M0,Any,Any,IIB,source_page=261; extract_method=stage_carried; extra_factors/raw_extra=Solid pseudopapillary carcinoma,261,Exocrine and Endocrine Pancreas,T3 N1 M0 Solid pseudopapillary carcinoma,stage_carried,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,T4,Any,M0,Any,Any,III,source_page=261; extract_method=stage_first; extra_factors/raw_extra=Mucinous cystic tumor with moderate dysplasia,261,Exocrine and Endocrine Pancreas,Stage III T4 Any N M0 Mucinous cystic tumor with moderate dysplasia,stage_first,YES
Pancreas - exocrine/endocrine (AJCC7),AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=261; extract_method=stage_first; extra_factors/raw_extra=Intraductal papillary-mucinous tumor with moderate,261,Exocrine and Endocrine Pancreas,Stage IV Any T Any N M1 Intraductal papillary-mucinous tumor with moderate,stage_first,YES
Lung,AJCC7,any,Tis,N0,M0,Any,Any,0,"source_page=269; extract_method=stage_first; extra_factors/raw_extra=C34.1 Upper lobe, lung; duplicate_source_page=284",269,Lung,"Stage 0 Tis N0 M0 C34.1 Upper lobe, lung",stage_first,YES
Lung,AJCC7,any,T1a,N0,M0,Any,Any,IA,"source_page=269; extract_method=stage_first; extra_factors/raw_extra=C34.3 Lower lobe, lung; duplicate_source_page=284",269,Lung,"Stage IA T1a N0 M0 C34.3 Lower lobe, lung",stage_first,YES
Lung,AJCC7,any,T1b,N0,M0,Any,Any,IA,source_page=269; extract_method=stage_carried; extra_factors/raw_extra=C34.8 Overlapping lesion; duplicate_source_page=284,269,Lung,T1b N0 M0 C34.8 Overlapping lesion,stage_carried,YES
Lung,AJCC7,any,T2a,N0,M0,Any,Any,IB,source_page=269; extract_method=stage_first; extra_factors/raw_extra=of lung; duplicate_source_page=284,269,Lung,Stage IB T2a N0 M0 of lung,stage_first,YES
Lung,AJCC7,any,T2b,N0,M0,Any,Any,IIA,source_page=269; extract_method=stage_first; duplicate_source_page=284,269,Lung,Stage IIA T2b N0 M0,stage_first,YES
Lung,AJCC7,any,T1a,N1,M0,Any,Any,IIA,source_page=269; extract_method=stage_carried; extra_factors/raw_extra=25; duplicate_source_page=284,269,Lung,T1a N1 M0 25,stage_carried,YES
Lung,AJCC7,any,T1b,N1,M0,Any,Any,IIA,source_page=269; extract_method=stage_carried; duplicate_source_page=284,269,Lung,T1b N1 M0,stage_carried,YES
Lung,AJCC7,any,T2a,N1,M0,Any,Any,IIA,source_page=269; extract_method=stage_carried; duplicate_source_page=284,269,Lung,T2a N1 M0,stage_carried,YES
Lung,AJCC7,any,T2b,N1,M0,Any,Any,IIB,source_page=269; extract_method=stage_first; duplicate_source_page=284,269,Lung,Stage IIB T2b N1 M0,stage_first,YES
Lung,AJCC7,any,T3,N0,M0,Any,Any,IIB,source_page=269; extract_method=stage_carried; duplicate_source_page=284,269,Lung,T3 N0 M0,stage_carried,YES
Lung,AJCC7,any,T1a,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_first; extra_factors/raw_extra=8980-8981; duplicate_source_page=284,270,Lung,Stage IIIA T1a N2 M0 8980-8981,stage_first,YES
Lung,AJCC7,any,T1b,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T1b N2 M0,stage_carried,YES
Lung,AJCC7,any,T2a,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T2a N2 M0,stage_carried,YES
Lung,AJCC7,any,T2b,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T2b N2 M0,stage_carried,YES
Lung,AJCC7,any,T3,N1,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T3 N1 M0,stage_carried,YES
Lung,AJCC7,any,T3,N2,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T3 N2 M0,stage_carried,YES
Lung,AJCC7,any,T4,N0,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T4 N0 M0,stage_carried,YES
Lung,AJCC7,any,T4,N1,M0,Any,Any,IIIA,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T4 N1 M0,stage_carried,YES
Lung,AJCC7,any,T1a,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_first; duplicate_source_page=284,270,Lung,Stage IIIB T1a N3 M0,stage_first,YES
Lung,AJCC7,any,T1b,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T1b N3 M0,stage_carried,YES
Lung,AJCC7,any,T2a,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T2a N3 M0,stage_carried,YES
Lung,AJCC7,any,T2b,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T2b N3 M0,stage_carried,YES
Lung,AJCC7,any,T3,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T3 N3 M0,stage_carried,YES
Lung,AJCC7,any,T4,N2,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T4 N2 M0,stage_carried,YES
Lung,AJCC7,any,T4,N3,M0,Any,Any,IIIB,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,T4 N3 M0,stage_carried,YES
Lung,AJCC7,any,Any,Any,M1a,Any,Any,IV,source_page=270; extract_method=stage_first; duplicate_source_page=284,270,Lung,Stage IV Any T Any N M1a,stage_first,YES
Lung,AJCC7,any,Any,Any,M1b,Any,Any,IV,source_page=270; extract_method=stage_carried; duplicate_source_page=284,270,Lung,Any T Any N M1b,stage_carried,YES
Lung,AJCC7,any,TX,N0,M0,Any,Any,Occult,source_page=284; extract_method=stage_first; extra_factors/raw_extra=Occult | TX | N0 | M0,284,Lung,Occult TX N0 M0 Occult TX N0 M0,stage_first,YES
Pleural Mesothelioma,AJCC7,any,T1,N0,M0,Any,Any,I,"source_page=287; extract_method=stage_first; extra_factors/raw_extra=C38.4 Pleura, NOS; duplicate_source_page=292",287,Pleural Mesothelioma,"Stage I T1 N0 M0 C38.4 Pleura, NOS",stage_first,YES
Pleural Mesothelioma,AJCC7,any,T1a,N0,M0,Any,Any,IA,source_page=287; extract_method=stage_first; duplicate_source_page=292,287,Pleural Mesothelioma,Stage IA T1a N0 M0,stage_first,YES
Pleural Mesothelioma,AJCC7,any,T1b,N0,M0,Any,Any,IB,source_page=287; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=292,287,Pleural Mesothelioma,Stage IB T1b N0 M0 CODE RANGES,stage_first,YES
Pleural Mesothelioma,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=287; extract_method=stage_first; extra_factors/raw_extra=9050-9053; duplicate_source_page=292,287,Pleural Mesothelioma,Stage II T2 N0 M0 9050-9053,stage_first,YES
Pleural Mesothelioma,AJCC7,any,T1|T2,N1,M0,Any,Any,III,source_page=287; extract_method=stage_first; duplicate_source_page=292,287,Pleural Mesothelioma,"Stage III T1, T2 N1 M0",stage_first,YES
Pleural Mesothelioma,AJCC7,any,T1|T2,N2,M0,Any,Any,III,source_page=287; extract_method=stage_carried; duplicate_source_page=292,287,Pleural Mesothelioma,"T1, T2 N2 M0",stage_carried,YES
Pleural Mesothelioma,AJCC7,any,T3,N0|N1|N2,M0,Any,Any,III,source_page=287; extract_method=stage_carried; duplicate_source_page=292,287,Pleural Mesothelioma,"T3 N0, N1, N2 M0",stage_carried,YES
Pleural Mesothelioma,AJCC7,any,T4,Any,M0,Any,Any,IV,source_page=287; extract_method=stage_first; duplicate_source_page=292,287,Pleural Mesothelioma,Stage IV T4 Any N M0,stage_first,YES
Pleural Mesothelioma,AJCC7,any,Any,N3,M0,Any,Any,IV,source_page=287; extract_method=stage_carried; duplicate_source_page=292,287,Pleural Mesothelioma,Any T N3 M0,stage_carried,YES
Pleural Mesothelioma,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=287; extract_method=stage_carried; duplicate_source_page=292,287,Pleural Mesothelioma,Any T Any N M1,stage_carried,YES
Pleural Mesothelioma,AJCC7,yp,T1,N0,M0,Any,Any,I,source_page=289; extract_method=stage_first; extra_factors/raw_extra=BIBLIOGRAPHY,289,Pleural Mesothelioma,Stage I T1 N0 M0 BIBLIOGRAPHY,stage_first,YES
Pleural Mesothelioma,AJCC7,yp,T1a,N0,M0,Any,Any,IA,"source_page=289; extract_method=stage_first; extra_factors/raw_extra=Bottomley A, Coens C, Efficace F, et al. Symptoms and patient-",289,Pleural Mesothelioma,"Stage IA T1a N0 M0 Bottomley A, Coens C, Efficace F, et al. Symptoms and patient-",stage_first,YES
Pleural Mesothelioma,AJCC7,yp,T1b,N0,M0,Any,Any,IB,source_page=289; extract_method=stage_first; extra_factors/raw_extra=pleural mesothelioma? A prognostic factor analysis of,289,Pleural Mesothelioma,Stage IB T1b N0 M0 pleural mesothelioma? A prognostic factor analysis of,stage_first,YES
Pleural Mesothelioma,AJCC7,yp,T2,N0,M0,Any,Any,II,source_page=289; extract_method=stage_first,289,Pleural Mesothelioma,Stage II T2 N0 M0,stage_first,check
Pleural Mesothelioma,AJCC7,yp,T1|T2,N1,M0,Any,Any,III,source_page=289; extract_method=stage_first; extra_factors/raw_extra=pleural mesothelioma. J Clin Oncol. 2007;25:5770-6.,289,Pleural Mesothelioma,"Stage III T1, T2 N1 M0 pleural mesothelioma. J Clin Oncol. 2007;25:5770-6.",stage_first,YES
Pleural Mesothelioma,AJCC7,yp,T1|T2,N2,M0,Any,Any,III,"source_page=289; extract_method=stage_carried; extra_factors/raw_extra=Boutin C, Rey F, Gouvernet J, et al. Thoracoscopy in pleural",289,Pleural Mesothelioma,"T1, T2 N2 M0 Boutin C, Rey F, Gouvernet J, et al. Thoracoscopy in pleural",stage_carried,YES
Pleural Mesothelioma,AJCC7,yp,T3,N0|N1|N2,M0,Any,Any,III,source_page=289; extract_method=stage_carried; extra_factors/raw_extra=malignant mesothelioma: a prospective study of 188 con-,289,Pleural Mesothelioma,"T3 N0, N1, N2 M0 malignant mesothelioma: a prospective study of 188 con-",stage_carried,YES
Pleural Mesothelioma,AJCC7,yp,T4,Any,M0,Any,Any,IV,source_page=289; extract_method=stage_first; extra_factors/raw_extra=1993;72:394-404.,289,Pleural Mesothelioma,Stage IV T4 Any N M0 1993;72:394-404.,stage_first,YES
Pleural Mesothelioma,AJCC7,yp,Any,N3,M0,Any,Any,IV,"source_page=289; extract_method=stage_carried; extra_factors/raw_extra=Edwards JG, Stewart DJ, Martin-Ucar A, et al. The pattern of",289,Pleural Mesothelioma,"Any T N3 M0 Edwards JG, Stewart DJ, Martin-Ucar A, et al. The pattern of",stage_carried,YES
Pleural Mesothelioma,AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=289; extract_method=stage_carried; extra_factors/raw_extra=lymph node involvement influences outcome after extrapleu-,289,Pleural Mesothelioma,Any T Any N M1 lymph node involvement influences outcome after extrapleu-,stage_carried,YES
Bone,AJCC7,any,T1,N0,M0,Any,Any,IA,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G1,2 Low grade, GX | C40.0 Long bones of; duplicate_source_page=300; duplicate_source_page=305",297,Bone,"Stage IA T1 N0 M0 G1,2 Low grade, GX C40.0 Long bones of",stage_first,YES
Bone,AJCC7,any,T2,N0,M0,Any,Any,IB,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G1,2 Low grade, GX | upper limb, scapula,; duplicate_source_page=300; duplicate_source_page=305",297,Bone,"Stage IB T2 N0 M0 G1,2 Low grade, GX upper limb, scapula,",stage_first,YES
Bone,AJCC7,any,T3,N0,M0,Any,Any,IB,"source_page=297; extract_method=stage_carried; extra_factors/raw_extra=G1,2 Low grade, GX | and associated; duplicate_source_page=300; duplicate_source_page=305",297,Bone,"T3 N0 M0 G1,2 Low grade, GX and associated",stage_carried,YES
Bone,AJCC7,any,T2,N0,M0,Any,Any,IIB,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G3, 4 High grade | upper limb and; duplicate_source_page=300; duplicate_source_page=305",297,Bone,"Stage IIB T2 N0 M0 G3, 4 High grade upper limb and",stage_first,YES
Bone,AJCC7,any,T3,N0,M0,Any,Any,III,"source_page=297; extract_method=stage_first; extra_factors/raw_extra=G3, 4 | C40.2 Long bones of; duplicate_source_page=300; duplicate_source_page=305",297,Bone,"Stage III T3 N0 M0 G3, 4 C40.2 Long bones of",stage_first,YES
Bone,AJCC7,any,T1,N0,M0,Any,Any,IIA,"source_page=300; extract_method=stage_first; extra_factors/raw_extra=G3, 4 High grade | Clear cell; duplicate_source_page=305",300,Bone,"Stage IIA T1 N0 M0 G3, 4 High grade Clear cell",stage_first,YES
Bone,AJCC7,any,Any,N0,M1a,Any,Any,IVA,source_page=305; extract_method=stage_first; extra_factors/raw_extra=Any G | IVA | Any T | N0 | M1a | Any G,305,Bone,IVA Any T N0 M1a Any G IVA Any T N0 M1a Any G,stage_first,YES
Bone,AJCC7,any,Any,N1,Any,Any,Any,IVB,source_page=305; extract_method=stage_first; extra_factors/raw_extra=Any G | IVB | Any T | N1 | Any M | Any G,305,Bone,IVB Any T N1 Any M Any G IVB Any T N1 Any M Any G,stage_first,YES
Bone,AJCC7,any,Any,Any,M1b,Any,Any,IVB,source_page=305; extract_method=stage_carried; extra_factors/raw_extra=Any G | Any T | Any N | M1b | Any G,305,Bone,Any T Any N M1b Any G Any T Any N M1b Any G,stage_carried,YES
Soft Tissue Sarcoma,AJCC7,yp,T1a,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | C38.0 Heart; duplicate_source_page=311",307,Soft Tissue Sarcoma,"Stage IA T1a N0 M0 G1, GX C38.0 Heart",stage_first,YES
Soft Tissue Sarcoma,AJCC7,yp,T1b,N0,M0,Any,Any,IA,"source_page=307; extract_method=stage_carried; extra_factors/raw_extra=G1, GX | C38.1 Anterior; duplicate_source_page=311",307,Soft Tissue Sarcoma,"T1b N0 M0 G1, GX C38.1 Anterior",stage_carried,YES
Soft Tissue Sarcoma,AJCC7,yp,T2a,N0,M0,Any,Any,IB,"source_page=307; extract_method=stage_first; extra_factors/raw_extra=G1, GX | mediastinum; duplicate_source_page=311",307,Soft Tissue Sarcoma,"Stage IB T2a N0 M0 G1, GX mediastinum",stage_first,YES
