site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
Uveal Melanoma,AJCC8,any,T,T2b,"Tumor confluent with or extending into the ciliary body and choroid, without secondary glaucoma",,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T2c,Tumor size category 2 without ciliary body involvement but with extraocular extension ≤5 mm in largest diameter T2d Tumor size category 2 with ciliary body involvement and extraocular extension ≤5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T3,"Tumor confluent with or extending into the ciliary body, choroid, or both, with scleral extension",,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T4,Tumor with extrascleral extension,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T4a,Tumor size category 4 without ciliary body involvement and extraocular extension,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T4b,"Tumor with extrascleral extension >5 mm in largest diameter this region of the uvea. If less than half the tumor volume is located within the iris, the tumor may have originated in the ciliary body, and consideration should be given to classifying it accordingly. Choroidal and Ciliary Body Melanomas",,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T1d,Tumor size category 1 with ciliary body involvement and extraocular extension ≤5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T3a,Tumor size category 3 without ciliary body involvement and extraocular extension,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T3b,Tumor size category 3 with ciliary body involvement,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T3c,Tumor size category 3 without ciliary body involvement but with extraocular extension ≤5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T3d,Tumor size category 3 with ciliary body involvement and extraocular extension ≤5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T4c,Tumor size category 4 without ciliary body involvement but with extraocular extension ≤5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T4d,Tumor size category 4 with ciliary body involvement and extraocular extension ≤5 mm in largest diameter T4e Any tumor size category with extraocular extension >5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,216,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,N,N0,No regional lymph node involvement,,strict_table_extracted_v1_6,216,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,N,N1,Regional lymph node metastases or discrete tumor deposits in the orbit,,strict_table_extracted_v1_6,216,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,N,N1a,Metastasis in one or more regional lymph node(s),,strict_table_extracted_v1_6,216,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,N,N1b,"No regional lymph nodes are positive, but there are discrete tumor deposits in the orbit that are not contiguous to the eye (choroidal and ciliary body).",,strict_table_extracted_v1_6,216,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,clinical,M,M0,No distant metastasis by clinical classification,,strict_table_extracted_v1_6,216,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,clinical,M,M1,Distant metastasis,,strict_table_extracted_v1_6,216,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,clinical,M,M1a,Largest diameter of the largest metastasis ≤3.0 cm,,strict_table_extracted_v1_6,216,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,clinical,M,M1b,Largest diameter of the largest metastasis 3.1-8.0 cm,,strict_table_extracted_v1_6,216,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,clinical,M,M1c,Largest diameter of the largest metastasis ≥8.1 cm,,strict_table_extracted_v1_6,216,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,TX,Unknown evidence of intraocular tumor,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T0,No evidence of intraocular tumor,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T1,Intraretinal tumor(s) with subretinal fluid ≤5 mm from the base of any tumor,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T1a,Tumors ≤3 mm and further than 1.5 mm from disc and fovea,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T1b,Tumors >3 mm or closer than 1.5 mm from disc or fovea,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T2,"Intraocular tumor(s) with retinal detachment, vitreous seeding, or subretinal seeding",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T2a,Subretinal fluid >5 mm from the base of any tumor,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T2b,Vitreous seeding and/or subretinal seeding,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T3,Advanced intraocular tumor(s),,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T3a,Phthisis or pre-phthisis bulbi,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T3b,"Tumor invasion of choroid, pars plana, ciliary body, lens, zonules, iris, or anterior chamber",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T3c,Raised intraocular pressure with neovascularization and/or buphthalmos,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T3d,Hyphema and/or massive vitreous hemorrhage cT3e Aseptic orbital cellulitis,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T4,"Extraocular tumor(s) involving orbit, including optic nerve",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T4a,Radiologic evidence of retrobulbar optic nerve involvement or thickening of optic nerve or involvement of orbital tissues,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,T,T4b,Extraocular tumor clinically evident with proptosis and/or an orbital mass Definition of Regional Lymph Node (cN) cN Criteria,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,N,N0,No regional lymph node involvement,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,N,N1,"Evidence of preauricular, submandibular, and cervical lymph node involvement",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (cT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,M,M0,No signs or symptoms of intracranial or distant metastasis,,strict_table_extracted_v1_6,219,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,M,M1,Distant metastasis without microscopic confirmation,,strict_table_extracted_v1_6,219,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,M,M1a,"Tumor(s) involving any distant site (e.g., bone marrow, liver) on clinical or radiologic tests cM Criteria",,strict_table_extracted_v1_6,219,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,clinical,M,M1b,Tumor involving the CNS on radiologic imaging (not including trilateral retinoblastoma),,strict_table_extracted_v1_6,219,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,M,M1,Distant metastasis with histopathologic confirmation,,strict_table_extracted_v1_6,219,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,M,M1a,"Histopathologic confirmation of tumor at any distant site (e.g., bone marrow, liver, or other)",,strict_table_extracted_v1_6,220,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,M,M1b,"Pathological evidence of tumor in the cerebrospinal fluid or CNS parenchyma Definition of Heritable Trait (H) H Category H Criteria HX Unknown or insufficient evidence of a constitutional RB1 gene mutation. H0 Normal RB1 alleles in blood tested with demonstrated high-sensitivity assays H1 Bilateral retinoblastoma, retinoblastoma with an intracranial primitive neuroectodermal tumor (i.e., trilateral retinoblastoma), patient with family history of retinoblastoma, or molecular definition of a constitutional RB1 gene mutation Pathological Classification (pTNM)",,strict_table_extracted_v1_6,219,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,TX,Unknown evidence of intraocular tumor,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T0,No evidence of intraocular tumor,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T1,"Intraocular tumor(s) without any local invasion, focal choroidal invasion, or pre- or intralaminar involvement of the optic nerve head",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T2,Intraocular tumor(s) with local invasion,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T2a,Concomitant focal choroidal invasion and pre- or intralaminar involvement of the optic nerve head,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T2b,Tumor invasion of stroma of iris and/or trabecular meshwork and/or Schlemm's canal,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T3,Intraocular tumor(s) with significant local invasion,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T3a,"Massive choroidal invasion (>3 mm in largest diameter, or multiple foci of focal choroidal involvement totalling >3 mm, or any full-thickness choroidal involvement)",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T3b,"Retrolaminar invasion of the optic nerve head, not involving the transected end of the optic nerve",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T3c,Any partial-thickness involvement of the sclera within the inner two thirds,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T3d,Full-thickness invasion into the outer third of the sclera and/or invasion into or around emissary channels,,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,T,T4,"Evidence of extraocular tumor: tumor at the transected end of the optic nerve, tumor in the meningeal spaces around the optic nerve, full- thickness invasion of the sclera with invasion of the episclera, adjacent adipose tissue, extraocular muscle, bone, conjunctiva, or eyelids Definition of Regional Lymph Node (pN) pN Criteria",,strict_table_extracted_v1_6,219,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,N,NX,Regional lymph node involvement cannot be assessed,,strict_table_extracted_v1_6,220,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,N,N0,No lymph node involvement,,strict_table_extracted_v1_6,220,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Retinoblastoma,AJCC8,pathological,N,N1,Regional lymph node involvement,,strict_table_extracted_v1_6,220,Definition of Primary Tumor (pT),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,T,TX,Lymphoma extent not specified,,strict_table_extracted_v1_6,227,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,T,T0,No evidence of lymphoma,,strict_table_extracted_v1_6,227,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,T,T1,Lymphoma involving the conjunctiva alone without eyelid or orbital involvement,,strict_table_extracted_v1_6,227,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,T,T2,Lymphoma with orbital involvement with or without conjunctival involvement,,strict_table_extracted_v1_6,227,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,T,T3,Lymphoma with preseptal eyelid involvement with or without orbital involvement and with or without conjunctival involvement,,strict_table_extracted_v1_6,227,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,T,T4,"Orbital adnexal lymphoma and extraorbital lymphoma extending beyond the orbit to adjacent structures, such as bone, maxillofacial sinuses, and brain.",,strict_table_extracted_v1_6,227,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,NX,Involvement of lymph nodes not assessed,,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,N0,No evidence of lymph node involvement,,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,N1,"Involvement of lymph node region or regions draining the ocular adnexal structures and superior to the mediastinum (preauricular, parotid, submandibular, and cervical nodes)",,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,N1a,Involvement of a single lymph node region superior to the mediastinum,,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,N1b,"Involvement of two or more lymph node regions, superior to the mediastinum",,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,N2,Involvement of lymph node regions of the mediastinum,,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,N,N3,Diffuse or disseminated involvement of peripheral and central lymph node regions,,strict_table_extracted_v1_6,227,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,M,M0,No evidence of involvement of other extranodal sites,,strict_table_extracted_v1_6,227,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,M,M1,Evidence of involvement of other extranodal sites,,strict_table_extracted_v1_6,227,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,M,M1a,"Noncontiguous involvement of tissues or organs external to the ocular adnexa (e.g., parotid glands, submandibular gland, lung, liver, spleen, kidney, breast)",,strict_table_extracted_v1_6,227,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,M,M1b,Lymphomatous involvement of the bone marrow,,strict_table_extracted_v1_6,227,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Ocular Adnexal Lymphoma,AJCC8,any,M,M1c,Both M1a and M1b involvement,,strict_table_extracted_v1_6,227,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T1,Tumor ≤2 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T1a,Tumor ≤1 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T1b,Tumor >1 cm but ≤2 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T2,Tumor >2 cm but ≤4 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T3,"Tumor >4 cm limited to the thyroid, or gross extrathyroidal extension invading only strap muscles",,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T3a,Tumor >4 cm limited to the thyroid,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T3b,"Gross extrathyroidal extension invading only strap muscles (sternohyoid, sternothyroid, thyrohyoid, or omohyoid muscles) from a tumor of any size",,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T4,Includes gross extrathyroidal extension beyond the strap muscles,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T4a,"Gross extrathyroidal extension invading subcutaneous soft tissues, larynx, trachea, esophagus, or recurrent laryngeal nerve from a tumor of any size",,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,T,T4b,Gross extrathyroidal extension invading prevertebral fascia or encasing the carotid artery or mediastinal vessels from a tumor of any size multifocal tumor (the largest tumor determines the classification).,,strict_table_extracted_v1_6,234,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,234,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,clinical,N,N0,No evidence of locoregional lymph node metastasis N0a One or more cytologically or histologically confirmed benign lymph nodes N0b No radiologic or clinical evidence of locoregional lymph node metastasis,,strict_table_extracted_v1_6,234,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,clinical,N,N1,Metastasis to regional nodes,,strict_table_extracted_v1_6,234,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,clinical,N,N1a,"Metastasis to level VI or VII (pretracheal, paratracheal, or prelaryngeal/Delphian, or upper mediastinal) lymph nodes. This can be unilateral or bilateral disease.",,strict_table_extracted_v1_6,234,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,clinical,N,N1b,"Metastasis to unilateral, bilateral, or contralateral lateral neck lymph nodes (levels I, II, III, IV, or V) or retropharyngeal lymph nodes 73 Thyroid-Differentiated and Anaplastic Carcinoma",,strict_table_extracted_v1_6,234,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,235,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Thyroid - Differentiated and Anaplastic Carcinoma,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,235,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T1,Tumor ≤2 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T1a,Tumor ≤1 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T1b,Tumor >1 cm but ≤2 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T2,Tumor >2 cm but ≤4 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T3,Tumor >4 cm or with extrathyroidal extension,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T3a,Tumor >4 cm in greatest dimension limited to the thyroid,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T3b,"Tumor of any size with gross extrathyroidal extension invading only strap muscles (sternohyoid, sternothyroid, thyrohyoid or omohyoid muscles)",,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T4,Advanced disease,,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T4a,"Moderately advanced disease; tumor of any size with gross extrathyroidal extension into the nearby tissues of the neck, including subcutaneous soft tissue, larynx, trachea, esophagus, or recurrent laryngeal nerve",,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,T,T4b,"Very advanced disease; tumor of any size with extension toward the spine or into nearby large blood vessels, gross extrathyroidal extension invading the prevertebral fascia, or encasing the carotid artery or mediastinal vessels",,strict_table_extracted_v1_6,239,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,239,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,clinical,N,N0,No evidence of locoregional lymph node metastasis N0a One or more cytologically or histologically confirmed benign lymph nodes N0b No radiologic or clinical evidence of locoregional lymph node metastasis,,strict_table_extracted_v1_6,239,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,clinical,N,N1,Metastasis to regional nodes,,strict_table_extracted_v1_6,239,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,clinical,N,N1a,"Metastasis to level VI or VII (pretracheal, paratracheal, or prelaryngeal/Delphian, or upper mediastinal) lymph nodes. This can be unilateral or bilateral disease.",,strict_table_extracted_v1_6,239,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,clinical,N,N1b,"Metastasis to unilateral, bilateral, or contralateral lateral neck lymph nodes levels I, II, III, IV, or V) or retropharyngeal lymph nodes",,strict_table_extracted_v1_6,239,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,239,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Thyroid - Medullary,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,239,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T1,"Limited patches,* papules, and/or plaques** covering < 10% of the skin surface",,strict_table_extracted_v1_6,251,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T1a,Solitary lesion <5 cm,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T1b,Solitary lesion ≥5 cm,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T2,Regional skin involvement: multiple lesions limited to one body region or two contiguous body regions,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T2a,All disease encompassing in a <15-cm circular area,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T2b,All disease encompassing in a ≥15-cm and <30-cm circular area,,strict_table_extracted_v1_6,253,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Primary Cutaneous Lymphomas,AJCC8,any,T,T3,One or more tumors*** (≥1 cm in diameter),,strict_table_extracted_v1_6,251,Definition of Primary Tumor (T),strict_table_extraction_v1_6
