site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
Malignant Pleural Mesothelioma,AJCC8,any,T,T3,"Describes locally advanced but potentially resectable tumor. Tumor involving all the ipsilateral pleural surfaces (parietal, mediastinal, diaphragmatic, and visceral pleura) with at least one of the following features: • involvement of the endothoracic fascia • extension into the mediastinal fat • solitary, completely resectable focus of tumor extending into the soft tissues of the chest wall • nontransmural involvement of the pericardium",,strict_table_extracted_v1_6,98,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Malignant Pleural Mesothelioma,AJCC8,any,T,T4,"Describes locally advanced technically unresectable tumor. Tumor involving all the ipsilateral pleural surfaces (parietal, mediastinal, diaphragmatic, and visceral pleura) with at least one of the following features: • diffuse extension or multifocal masses of tumor in the chest wall, with or without associated rib destruction • direct transdiaphragmatic extension of tumor to the peritoneum • direct extension of tumor to the contralateral pleura • direct extension of tumor to mediastinal organs • direct extension of tumor into the spine • tumor extending through to the internal surface of the pericardium with or without a pericardial effusion; or tumor involving the myocardium",,strict_table_extracted_v1_6,98,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Malignant Pleural Mesothelioma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,98,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Malignant Pleural Mesothelioma,AJCC8,any,N,N0,No regional lymph node metastases,,strict_table_extracted_v1_6,98,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Malignant Pleural Mesothelioma,AJCC8,any,N,N1,"Metastases in the ipsilateral bronchopulmonary, hilar, or mediastinal (including the internal mammary, peridiaphragmatic, pericardial fat pad, or intercostal) lymph nodes",,strict_table_extracted_v1_6,98,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Malignant Pleural Mesothelioma,AJCC8,any,N,N2,"Metastases in the contralateral mediastinal, ipsilateral, or contralateral supraclavicular lymph nodes",,strict_table_extracted_v1_6,98,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,109,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,109,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,T,T1,Tumor 2 cm or less,,strict_table_extracted_v1_6,109,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,T,T2,Tumor more than 2 cm but not more than 5 cm,,strict_table_extracted_v1_6,109,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,T,T3,Tumor more than 5 cm but not more than 10 cm,,strict_table_extracted_v1_6,109,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,T,T4,Tumor more than 10 cm in greatest dimension,,strict_table_extracted_v1_6,109,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,N,N0,No regional lymph node metastasis or unknown lymph node status,,strict_table_extracted_v1_6,109,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,N,N1,Regional lymph node metastasis,,strict_table_extracted_v1_6,109,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,109,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Gastrointestinal Stromal Tumor,AJCC8,any,M,M1,Distant metastasis Definition of Mitotic Rate Mitotic rate Definition Low 5 or fewer mitoses per 5 mm2 High Over 5 mitoses per 5 mm2,,strict_table_extracted_v1_6,109,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Breast,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,Tis (DCIS),Ductal carcinoma in situ,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,Tis (Paget),"Paget disease of the nipple NOT associated with invasive carcinoma and/or carcinoma in situ (DCIS) in the underlying breast parenchyma. Carcinomas in the breast parenchyma associated with Paget disease are categorized based on the size and characteristics of the parenchymal disease, although the presence of Paget disease should still be noted.",,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T1,Tumor ≤20 mm in greatest dimension,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T1mi,Tumor ≤1 mm in greatest dimension,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T1a,Tumor >1 mm but ≤5 mm in greatest dimension (round any measurement >1.0-1.9 mm to 2 mm).,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T1b,Tumor >5 mm but ≤10 mm in greatest dimension,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T1c,Tumor >10 mm but ≤20 mm in greatest dimension,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T2,Tumor >20 mm but ≤50 mm in greatest dimension,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T3,Tumor >50 mm in greatest dimension,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T4,Tumor of any size with direct extension to the chest wall and/or to the skin (ulceration or macroscopic nodules); invasion of the dermis alone does not qualify as T4,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T4a,Extension to the chest wall; invasion or adherence to pectoralis muscle in the absence of invasion of chest wall structures does not qualify as T4,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T4b,Ulceration and/or ipsilateral macroscopic satellite nodules and/or edema (including peau d’orange) of the skin that does not meet the criteria for inflammatory carcinoma,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T4c,Both T4a and T4b are present,,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,any,T,T4d,"Inflammatory carcinoma (see section “Rules for Classification”) removed from TNM staging in the AJCC Cancer Staging Manual, 8th Edition.",,strict_table_extracted_v1_6,154,Definition of Primary Tumor (T) - Clinical,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,NX,"Regional lymph nodes cannot be assessed (e.g., previously removed)",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N0,No regional lymph node metastases (by imaging or clinical examination),,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N1,"Metastases to movable ipsilateral Level I, II axillary lymph node(s)",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N1mi,"Micrometastases (approximately 200 cells, larger than 0.2 mm, but none larger than 2.0 mm)",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N2,"Metastases in ipsilateral Level I, II axillary lymph nodes that are clinically fixed or matted; or in ipsilateral internal mammary nodes in the absence of axillary lymph node metastases cN Criteria",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N2a,"Metastases in ipsilateral Level I, II axillary lymph nodes fixed to one another (matted) or to other structures",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N2b,Metastases only in ipsilateral internal mammary nodes in the absence of axillary lymph node metastases,,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N3,"Metastases in ipsilateral infraclavicular (Level III axillary) lymph node(s) with or without Level I, II axillary lymph node involvement; or in ipsilateral internal mammary lymph node(s) with Level I, II axillary lymph node metastases; or metastases in ipsilateral supraclavicular lymph node(s) with or without axillary or internal mammary lymph node involvement",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N3a,Metastases in ipsilateral infraclavicular lymph node(s),,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N3b,Metastases in ipsilateral internal mammary lymph node(s) and axillary lymph node(s),,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,N,N3c,"Metastases in ipsilateral supraclavicular lymph node(s) confirmation of metastasis by sentinel node biopsy or fine needle aspi- ration/core needle biopsy respectively. *The cNX category is used sparingly in cases where regional lymph nodes have previously been surgically removed or where there is no documentation of physical examination of the axilla. **cN1mi is rarely used but may be appropriate in cases where sentinel node biopsy is performed before tumor resection, most likely to occur in cases treated with neoadjuvant therapy.",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,NX,"Regional lymph nodes cannot be assessed (e.g., not removed for pathological study or previously removed)",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N0,No regional lymph node metastasis identified or ITCs only,,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N0(i+),ITCs only (malignant cell clusters no larger than 0.2 mm) in regional lymph node(s),,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N0(mol+),Positive molecular findings by reverse transcriptase polymerase chain reaction (RT-PCR); no ITCs detected,,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N1,Micrometastases; or metastases in 1-3 axillary lymph nodes; and/or clinically negative internal mammary nodes with micrometastases or macrometastases by sentinel lymph node biopsy,,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N1mi,"Micrometastases (approximately 200 cells, larger than 0.2 mm, but none larger than 2.0 mm)",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N1a,or pN2a in the presence of cN2b (positive internal mammary nodes by imaging); or pN2a in the presence of pN1b,,strict_table_extracted_v1_6,155,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N1b,"Metastases in ipsilateral internal mammary sentinel nodes, excluding ITCs",,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N2,Metastases in 4-9 axillary lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the absence of axillary lymph node metastases,,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N2a,Metastases in 4-9 axillary lymph nodes (at least one tumor deposit larger than 2.0 mm) pN Criteria,,strict_table_extracted_v1_6,154,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N2b,Metastases in clinically detected internal mammary lymph nodes with or without microscopic confirmation; with pathologically negative axillary nodes,,strict_table_extracted_v1_6,155,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N3,"Metastases in 10 or more axillary lymph nodes; or in infraclavicular (Level III axillary) lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the presence of one or more positive Level I, II axillary lymph nodes; or in more than three axillary lymph nodes and micrometastases or macrometastases by sentinel lymph node biopsy in clinically negative ipsilateral internal mammary lymph nodes; or in ipsilateral supraclavicular lymph nodes",,strict_table_extracted_v1_6,155,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N3a,Metastases in 10 or more axillary lymph nodes (at least one tumor deposit larger than 2.0 mm); or metastases to the infraclavicular (Level III axillary lymph) nodes,,strict_table_extracted_v1_6,155,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,pathological,N,N3c,"Metastases in ipsilateral supraclavicular lymph nodes confirmation of metastasis by sentinel node biopsy or FNA/core needle biopsy respectively, with NO further resection of nodes",,strict_table_extracted_v1_6,155,Definition of Regional Lymph Nodes -,strict_table_extraction_v1_6
Breast,AJCC8,clinical,M,M0,No clinical or radiographic evidence of distant metastases*,,strict_table_extracted_v1_6,155,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Breast,AJCC8,clinical,M,M0(i+),"No clinical or radiographic evidence of distant metastases in the presence of tumor cells or deposits no larger than 0.2 mm detected microscopically or by molecular techniques in circulating blood, bone marrow, or other nonregional nodal tissue in a patient without symptoms or signs of metastases",,strict_table_extracted_v1_6,155,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Breast,AJCC8,clinical,M,M1,Distant metastases detected by clinical and radiographic means,,strict_table_extracted_v1_6,155,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Breast,AJCC8,pathological,M,M1,"Any histologically proven metastases in distant organs; or if in non-regional nodes, metastases greater than 0.2 mm AJCC ANATOMIC AND PROGNOSTIC STAGE GROUPS There are three stage group tables: The Anatomic Stage Group table, the Clinical Prognostic Stage Group table and the",,strict_table_extracted_v1_6,155,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N0(i+),Isolated tumor cells in regional lymph node(s) no greater than 0.2 mm,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N1,"III Regional lymph node metastasis with one or two lymph node metastases each less than 5 mm, or one lymph node metastasis greater than or equal to 5 mm",,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N1a,IIIA One or two lymph node metastases each less than 5 mm,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N1b,IIIA One lymph node metastasis greater than or equal to 5 mm,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N2,"Regional lymph node metastasis with three or more lymph node metastases each less than 5 mm, or two or more lymph node metastases greater than or equal to 5 mm, or lymph node(s) with extranodal extension",,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N2a,IIIB Three or more lymph node metastases each less than 5 mm,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N2b,IIIB Two or more lymph node metastases greater than or equal to 5 mm,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N2c,IIIC Lymph node(s) with extranodal extension,,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,any,N,N3,"IVA Fixed or ulcerated regional lymph node metastasis *Includes micrometastasis, N1mi and N2mi. be recorded.",,strict_table_extracted_v1_6,170,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vulva,AJCC8,clinical,M,M0,No distant metastasis (no pathological M0; use clinical M to complete stage group),,strict_table_extracted_v1_6,170,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Vulva,AJCC8,clinical,M,M1,IVB Distant metastasis (including pelvic lymph node metastasis),,strict_table_extracted_v1_6,170,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T1,Tumor confined to the vagina,,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T1a,"Tumor confined to the vagina, measuring ≤2.0 cm",,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T1b,"Tumor confined to the vagina, measuring >2.0 cm",,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T2,II Tumor invading paravaginal tissues but not to pelvic sidewall,,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T2a,"II Tumor invading paravaginal tissues but not to pelvic wall, measuring ≤2.0 cm",,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T2b,"II Tumor invading paravaginal tissues but not to pelvic wall, measuring >2.0 cm",,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T3,III Tumor extending to the pelvic sidewall* and/or causing hydronephrosis or nonfunctioning kidney,,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,T,T4,"IVA Tumor invading the mucosa of the bladder or rectum and/or extending beyond the true pelvis (bullous edema is not sufficient evidence to classify a tumor as T4) *Pelvic sidewall is defined as the muscle, fascia, neurovascular struc- tures, or skeletal portions of the bony pelvis. On rectal examination, there is no cancer-free space between the tumor and pelvic sidewall.",,strict_table_extracted_v1_6,173,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Vagina,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,173,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vagina,AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,173,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vagina,AJCC8,any,N,N0(i+),Isolated tumor cells in regional lymph node(s) no greater than 0.2 mm,,strict_table_extracted_v1_6,173,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vagina,AJCC8,any,N,N1,III Pelvic or inguinal lymph node metastasis,,strict_table_extracted_v1_6,173,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Vagina,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,173,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Vagina,AJCC8,any,M,M1,IVB Distant metastasis,,strict_table_extracted_v1_6,173,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,any,T,T1,Tumor limited to the uterus,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T1a,IA Tumor limited to the endometrium/ endocervix,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T1b,IB Tumor invades to less than half of the myometrium,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T2,"II Tumor extends beyond the uterus, within the pelvis",,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T2a,IIA Tumor involves adnexa,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T2b,IIB Tumor involves other pelvic tissues,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T3,III Tumor infiltrates abdominal tissues,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T3a,IIIA One site,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T3b,IIIB More than one site,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T4,IVA Tumor invades bladder or rectum Leiomyosarcoma and Endometrial Stromal Sarcoma When T is… And N is… And M is… Then the stage group is…,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,N,N0(i+),Isolated tumor cells in regional lymph node(s) no greater than 0.2 mm,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,N,N1,IIIC Regional lymph node metastasis All Uterine Sarcomas FIGO Stage,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,M,M0,No distant metastasis,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,M,M1,"IVB Distant metastasis (excluding adnexa, pelvic, and abdominal tissues) Adenosarcoma FIGO Stage T Criteria",,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T1,Tumor limited to the uterus,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Corpus Uteri - Sarcoma,AJCC8,clinical,T,T1c,IC Tumor invades one half or more of the myometrium FIGO Stage T Criteria,,strict_table_extracted_v1_6,180,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T1,Tumor limited to ovaries (one or both) or fallopian tube(s),,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T1a,"IA Tumor limited to one ovary (capsule intact) or fallopian tube, no tumor on ovarian or fallopian tube surface; no malignant cells in ascites or peritoneal washings",,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T1b,IB Tumor limited to both ovaries (capsules intact) or fallopian tubes; no tumor on ovarian or fallopian tube surface; no malignant cells in ascites or peritoneal washings,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T1c,"IC Tumor limited to one or both ovaries or fallopian tubes, with any of the following: T1c1 IC1 Surgical spill T1c2 IC2 Capsule ruptured before surgery or tumor on ovarian or fallopian tube surface T1c3 IC3 Malignant cells in ascites or peritoneal washings",,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T2,II Tumor involves one or both ovaries or fallopian tubes with pelvic extension below pelvic brim or primary peritoneal cancer,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T2a,IIA Extension and/or implants on the uterus and/or fallopian tube(s) and/or ovaries,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T2b,IIB Extension to and/or implants on other pelvic tissues,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T3,"III Tumor involves one or both ovaries or fallopian tubes, or primary peritoneal cancer, with microscopically confirmed peritoneal metastasis outside the pelvis and/or metastasis to the retroperitoneal (pelvic and/or para-aortic) lymph nodes",,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T3a,IIIA2 Microscopic extrapelvic (above the pelvic brim) peritoneal involvement with or without positive retroperitoneal lymph nodes,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T3b,IIIB Macroscopic peritoneal metastasis beyond pelvis 2 cm or less in greatest dimension with or without metastasis to the retroperitoneal lymph nodes,,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
