edition,site,category_type,category,candidate_definition,source_block_id,source_pdf_page,printed_page,section_heading,extraction_status,review_instruction
AJCC7,Adrenal,T,TX,Primary tumor cannot be assessed,B00498,532,516,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T0,No evidence of primary tumor,B00498,532,516,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T1,"Tumor 5 cm or less in greatest dimension, no extra-adrenal invasion (Figure 47.1)",B00498,532,516,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T2,"Tumor greater than 5 cm, no extra-adrenal inva- sion (Figure 47.2)",B00498,532,516,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T3,"Tumor of any size with local invasion, but not invading adjacent organs* (Figure 47.3)",B00498,532,516,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T4,"Tumor of any size with invasion of adjacent organs* (Figure 47.4) * Note : Adjacent organs include kidney, diaphragm, great ves- sels, pancreas, spleen, and liver.",B00498,532,516,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,N,NX,Regional lymph nodes cannot be assessed,B00499,532,516,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,N,N0,No regional lymph node metastasis,B00499,532,516,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,N,N1,Metastasis in regional lymph node(s),B00499,532,516,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,No distance metastasis,B00500,532,516,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M1,"Distance metastasis FIGURE 47.1. T1: Tumor 5 cm or less in greatest dimension, no extra-adrenal invasion. FIGURE 47.2. T2: Tumor greater than 5 cm, no extra-adrenal invasion. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00500,532,516,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T1,"Tumor 5 cm or less in greatest dimension, no extra-adrenal invasion",B00502,535,519,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T2,"Tumor greater than 5 cm, no extra-adrenal invasion",B00502,535,519,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T3,"Tumor of any size with local invasion, but not invading adjacent organs*",B00502,535,519,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T4,"Tumor of any size with invasion of adjacent organs* *Adjacent organs include kidney, diaphragm, great vessels, pancreas, spleen, and liver.",B00502,535,519,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,T,T4,NX N0 N1,B00502,535,519,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,N,N1,M0 M1,B00503,535,519,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M1,GROUP T N M I T1 N0,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,II T2 N0,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,III T1 N1,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,T2 N1,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,T3 N0,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,IV T3 N1,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,T4 N0,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,T4 N1,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M0,Any T Any N,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M1,PATHOLOGIC GROUP T N M I T1 N0,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Adrenal,M,M1,Stage unknown Stage unknown,B00504,535,519,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,TX,Primary tumor cannot be assessed,B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T0,No evidence of primary tumor,B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,Tis,Carcinoma in situ,B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T1,Tumor 5 mm or less in greatest dimension Not invading the tarsal plate or eyelid margin,B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T2a,"Tumor more than 5 mm, but not more than 10 mm in greatest dimension Or, any tumor that invades the tarsal plate or eye- lid margin",B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T2b,"Tumor more than 10 mm, but not more than 20 mm in greatest dimension Or, involves full thickness eyelid",B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T3a,"Tumor more than 20 mm in greatest dimension Or, any tumor that invades adjacent ocular or orbital structures Any T with perineural tumor invasion",B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T3b,"Complete tumor resection requires enucleation, exenteration, or bone resection",B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T4,"Tumor is not resectable due to extensive invasion of ocular, orbital, craniofacial structures, or brain In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00508,540,524,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,N,NX,Regional lymph nodes cannot be assessed,B00509,541,525,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,N,cN0,"No regional lymph node metastasis, based upon clinical evaluation or imaging",B00509,541,525,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,N,pN0,"No regional lymph node metastasis, based upon lymph node biopsy",B00509,541,525,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,N,N1,Regional lymph node metastasis,B00509,541,525,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,G,GX,Grade cannot be assessed,B00511,541,525,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,G,G1,Well differentiated,B00511,541,525,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,G,G2,Moderately differentiated,B00511,541,525,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,G,G3,Poorly differentiated,B00511,541,525,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,G,G4,Undifferentiated,B00511,541,525,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,T,T4,NX N0 N1,B00512,543,527,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,N,N1,M0 M1,B00513,543,527,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M1,GROUP T N M 0 Tis N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,I A T1 N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,I B T2a N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,I C T2b N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,II T3a N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,III A T3b N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,III B Any T N1,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,III C T4 Any N,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M0,IV Any T Any N,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M1,PATHOLOGIC GROUP T N M 0 Tis N0,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Eyelid,M,M1,Stage unknown Stage unknown C ARCINOMA OF THE E YELID S TAGING F ORM,B00514,543,527,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,TX,Primary tumor cannot be assessed,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T0,No evidence of primary tumor,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,Tis,Carcinoma in situ,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T1,Tumor 5 mm or less in greatest dimension*,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T2,"Tumor more than 5 mm in greatest dimension, without invasion of adjacent structures**",B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T3,Tumor invades adjacent structures** (excluding the orbit),B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T4,Tumor invades the orbit with or without further extension,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T4a,"Tumor invades orbital soft tissues, without bone invasion",B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T4b,Tumor invades bone,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T4c,Tumor invades adjacent paranasal sinuses,B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T4d,"Tumor invades brain * Note : Tumors occur most commonly in the bulbar limbal conjunctiva. ** Note : Adjacent structures include the cornea (3, 6, 9, or 12 clock hours), intraocular compartments, forniceal conjunc- tiva (lower and/or upper), palpebral conjunctiva (lower and/ or upper), tarsal conjunctiva (lower and/or upper), lacrimal punctum and canaliculi (lower and/or upper), plica, caruncle, posterior eyelid lamella, anterior eyelid lamella, and/or eyelid margin (lower and/or upper).",B00518,548,532,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,N,NX,Regional lymph nodes cannot be assessed,B00519,548,532,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,N,N0,No regional lymph node metastasis,B00519,548,532,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,N,N1,Regional lymph node metastasis,B00519,548,532,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,G,GX,Grade cannot be assessed,B00521,548,532,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,G,G1,Well differentiated,B00521,548,532,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,G,G2,Moderately differentiated,B00521,548,532,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,G,G3,Poorly differentiated,B00521,548,532,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,G,G4,"Undifferentiated BIBLIOGRAPHY Brownstein S. Mucoepidermoid carcinoma of the conjunctiva with intraocular invasion. Ophthalmology. 1981;88:1226-30. Buus DR, Tse DT, Folberg R. Microscopically controlled excision of conjunctival squamous cell carcinoma. Am J Ophthalmol. 1994;117:97-102. Campbell RJ. Tumors of eyelid, conjunctiva and cornea. In: Garner A, Klintworth GK, editors. Pathobiology of ocular In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00521,548,532,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,T,T4d,NX N0 N1,B00522,551,535,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,N,N1,M0 M1,B00523,551,535,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Carcinoma of the Conjunctiva,M,M1,"No stage grouping is presently recommended PATHOLOGIC No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALLY SIGNIFICANT: Ki-67 growth fraction_________ General Notes: For identification of special cases of TNM or pTNM classifications, the ""m"" suffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM.",B00524,551,535,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,TX,Primary tumor cannot be assessed,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T0,No evidence of primary tumor T(is) Melanoma confi ned to the conjunctival epithelium Malignant conjunctival melanoma of the bulbar conjunctiva,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T1a,Less than or equal to 1 quadrant *,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T1b,More than 1 but less than or equal to 2 quadrants,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T1c,"More than 2 but less than or equal to 3 quadrants T1d Greater than 3 quadrants Malignant conjunctival melanoma of the nonbulbar (palpebral, forniceal caruncular)",B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T2a,"No caruncular, less than or equal to 1 quadrant",B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T2b,"No caruncular, greater than 1 quadrant",B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T2c,"Any caruncular, with less than or equal to 1 quadrant T2d Any caruncular, with greater than 1 quadrant Any malignant conjunctival melanoma with local invasion",B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T3a,Globe,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T3b,Eyelid,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T3c,Orbit T3d Sinus,B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,T,T4,"Tumor invades the central nervous system * Note : Quadrants are defined by clock hour, starting at the limbus (e.g., 6, 9, 12, 3) extending from the central cor- nea, to and beyond the eyelid margins. This will bisect the caruncle.",B00527,556,540,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,N,NX,"Regional lymph nodes cannot be assessed N0a (biopsied) No regional lymph node metastasis, biopsy performed N0b (not biopsied) No regional lymph node metastasis, biopsy not performed",B00528,556,540,Regional Lymph Node (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,N,N1,"Regional lymph node metastasis Metastasis (M) M0 No distant metastasis M1 Distant metastasis ANATOMIC STAGE/PROGNOSTIC GROUP No stage grouping is presently recommended Pathologic Primary Tumor (pT) pTX Primary tumor cannot be assessed pT0 No evidence of primary tumor pT(is) Melanoma of the conjunctiva confi ned to the epithelium* pT1a Melanoma of the bulbar conjunctiva not more than 0.5 mm in thickness with invasion of the substantia propria pT1b Melanoma of the bulbar conjunctiva more than 0.5 mm but not more than 1.5 mm in thickness with invasion of the substantia propria pT1c Melanoma of the bulbar conjunctiva greater than 1.5 mm in thickness with invasion of the substantia propria pT2a Melanoma of the palpebral, forniceal, or caruncular conjunctiva not more than 0.5 mm in thickness with invasion of the substantia propria pT2b Melanoma more than 0.5 but not greater than 1.5 mm in thickness with invasion of the sub- stantia propria pT2c Melanoma of the palpebral, forniceal, or carun- cular conjunctiva greater than 1.5 mm in thick- ness with invasion of the substantia propria pT3 Melanoma invades the eye, eyelid, nasolacrimal system, sinuses, or orbit pT4 Melanoma invades the central nervous system * Note : pT(is) melanoma in situ (includes the term primary acquired melanosis) with atypia replacing greater than 75% of the normal epithelial thickness, with cytologic features of epithelioid cells, including abdundant cytoplasm, vesicular nuclei or prominent nucleoli, and/or presence of intraepithe- lial nests of atypical cells. Regional Lymph Nodes (pN) pNX Regional lymph nodes cannot be assessed",B00528,556,540,Regional Lymph Node (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,N,pN0,No regional lymph node metastasis,B00528,556,540,Regional Lymph Node (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,N,pN1,"Regional lymph node metastasis present In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00528,556,540,Regional Lymph Node (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,G,GX,Origin cannot be assessed G0 Primary acquired melanosis without cellular atypia,B00529,557,541,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,G,G1,Conjunctival nevus,B00529,557,541,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,G,G2,Primary acquired melanosis with cellular atypia (epithelial disease only),B00529,557,541,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,G,G3,Primary acquired melanosis with epithelial cellular atypia and invasive melanoma,B00529,557,541,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
