edition,site,category_type,category,definition_match
AJCC8,Esophagus / EGJ - adenocarcinoma,T,T4b,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,T,Tis,exact
AJCC8,Stomach,M,M0,exact
AJCC8,Stomach,M,M1,exact
AJCC8,Stomach,T,T1,exact
AJCC8,Stomach,T,T1a,exact
AJCC8,Stomach,T,T1b,exact
AJCC8,Stomach,T,T2,exact
AJCC8,Stomach,T,T3,exact
AJCC8,Stomach,T,T4a,exact
AJCC8,Stomach,T,T4b,exact
AJCC8,Stomach,T,Tis,exact
AJCC8,Stomach,N,N0,exact
AJCC8,Stomach,N,N1,exact
AJCC8,Stomach,N,N2,exact
AJCC8,Stomach,N,N3,exact
AJCC8,Stomach,N,N3a,exact
AJCC8,Stomach,N,N3b,exact
AJCC8,Small intestine,M,M0,exact
AJCC8,Small intestine,M,M1,exact
AJCC8,Small intestine,N,N0,exact
AJCC8,Small intestine,N,N1,exact
AJCC8,Small intestine,N,N2,exact
AJCC8,Small intestine,T,T1,exact
AJCC8,Small intestine,T,T2,exact
AJCC8,Small intestine,T,T3,exact
AJCC8,Small intestine,T,T4,exact
AJCC8,Small intestine,T,Tis,exact
AJCC8,Colon,M,M0,exact
AJCC8,Colon,M,M1,exact
AJCC8,Colon,M,M1a,exact
AJCC8,Colon,M,M1b,exact
AJCC8,Colon,M,M1c,exact
AJCC8,Colon,T,T1,exact
AJCC8,Colon,T,T2,exact
AJCC8,Colon,T,T3,exact
AJCC8,Colon,T,T4a,exact
AJCC8,Colon,T,T4b,exact
AJCC8,Colon,T,Tis,exact
AJCC8,Colon,N,N0,exact
AJCC8,Colon,N,N1,exact
AJCC8,Colon,N,N1a,exact
AJCC8,Colon,N,N1b,exact
AJCC8,Colon,N,N1c,exact
AJCC8,Colon,N,N2,exact
AJCC8,Colon,N,N2a,exact
AJCC8,Colon,N,N2b,exact
AJCC8,Rectum,M,M0,exact
AJCC8,Rectum,M,M1,exact
AJCC8,Rectum,M,M1a,exact
AJCC8,Rectum,M,M1b,exact
AJCC8,Rectum,M,M1c,exact
AJCC8,Rectum,T,T1,exact
AJCC8,Rectum,T,T2,exact
AJCC8,Rectum,T,T3,exact
AJCC8,Rectum,T,T4a,exact
AJCC8,Rectum,T,T4b,exact
AJCC8,Rectum,T,Tis,exact
AJCC8,Rectum,N,N0,exact
AJCC8,Rectum,N,N1,exact
AJCC8,Rectum,N,N1a,exact
AJCC8,Rectum,N,N1b,exact
AJCC8,Rectum,N,N1c,exact
AJCC8,Rectum,N,N2,exact
AJCC8,Rectum,N,N2a,exact
AJCC8,Rectum,N,N2b,exact
AJCC8,Appendix - carcinoma,M,M0,exact
AJCC8,Appendix - carcinoma,M,M1,exact
AJCC8,Appendix - carcinoma,M,M1a,exact
AJCC8,Appendix - carcinoma,M,M1b,exact
AJCC8,Appendix - carcinoma,M,M1c,exact
AJCC8,Appendix - carcinoma,N,N0,exact
AJCC8,Appendix - carcinoma,N,N1,exact
AJCC8,Appendix - carcinoma,N,N1a,exact
AJCC8,Appendix - carcinoma,N,N1b,exact
AJCC8,Appendix - carcinoma,N,N1c,exact
AJCC8,Appendix - carcinoma,N,N2,exact
AJCC8,Appendix - carcinoma,T,T1,exact
AJCC8,Appendix - carcinoma,T,T2,exact
AJCC8,Appendix - carcinoma,T,T3,exact
AJCC8,Appendix - carcinoma,T,T4,exact
AJCC8,Appendix - carcinoma,T,T4a,exact
AJCC8,Appendix - carcinoma,T,T4b,exact
AJCC8,Appendix - carcinoma,T,Tis,exact
AJCC8,Appendix - carcinoma,T,Tis(LAMN),exact
AJCC8,HCC / Liver,M,M0,exact
AJCC8,HCC / Liver,M,M1,exact
AJCC8,HCC / Liver,N,N0,exact
AJCC8,HCC / Liver,N,N1,exact
AJCC8,HCC / Liver,T,T1,exact
AJCC8,HCC / Liver,T,T1a,exact
AJCC8,HCC / Liver,T,T1b,exact
AJCC8,HCC / Liver,T,T2,exact
AJCC8,HCC / Liver,T,T3,exact
AJCC8,HCC / Liver,T,T4,exact
AJCC8,Intrahepatic bile duct,M,M0,exact
AJCC8,Intrahepatic bile duct,M,M1,exact
AJCC8,Intrahepatic bile duct,N,N0,exact
AJCC8,Intrahepatic bile duct,N,N1,exact
AJCC8,Intrahepatic bile duct,T,T1,exact
AJCC8,Intrahepatic bile duct,T,T1a,exact
AJCC8,Intrahepatic bile duct,T,T1b,exact
AJCC8,Intrahepatic bile duct,T,T2,exact
AJCC8,Intrahepatic bile duct,T,T3,exact
AJCC8,Intrahepatic bile duct,T,T4,exact
AJCC8,Intrahepatic bile duct,T,Tis,exact
AJCC8,Perihilar bile duct,M,M0,exact
AJCC8,Perihilar bile duct,M,M1,exact
AJCC8,Perihilar bile duct,N,N0,exact
AJCC8,Perihilar bile duct,N,N1,exact
AJCC8,Perihilar bile duct,N,N2,exact
AJCC8,Perihilar bile duct,T,T1,exact
AJCC8,Perihilar bile duct,T,T2,exact
AJCC8,Perihilar bile duct,T,T2a,exact
AJCC8,Perihilar bile duct,T,T2b,exact
AJCC8,Perihilar bile duct,T,T3,exact
AJCC8,Perihilar bile duct,T,T4,exact
AJCC8,Perihilar bile duct,T,Tis,exact
AJCC8,Distal bile duct,M,M0,exact
AJCC8,Distal bile duct,M,M1,exact
AJCC8,Distal bile duct,T,T1,exact
AJCC8,Distal bile duct,T,T2,exact
AJCC8,Distal bile duct,T,T3,exact
AJCC8,Distal bile duct,T,T4,exact
AJCC8,Distal bile duct,T,Tis,exact
AJCC8,Distal bile duct,N,N0,exact
AJCC8,Distal bile duct,N,N1,exact
AJCC8,Distal bile duct,N,N2,exact
AJCC8,Gallbladder,M,M0,exact
AJCC8,Gallbladder,M,M1,exact
AJCC8,Gallbladder,N,N0,exact
AJCC8,Gallbladder,N,N1,exact
AJCC8,Gallbladder,N,N2,exact
AJCC8,Gallbladder,T,T1,exact
AJCC8,Gallbladder,T,T1a,exact
AJCC8,Gallbladder,T,T1b,exact
AJCC8,Gallbladder,T,T2,exact
AJCC8,Gallbladder,T,T2a,exact
AJCC8,Gallbladder,T,T2b,exact
AJCC8,Gallbladder,T,T3,exact
AJCC8,Gallbladder,T,T4,exact
AJCC8,Gallbladder,T,Tis,exact
AJCC8,Ampulla of Vater,M,M0,exact
AJCC8,Ampulla of Vater,M,M1,exact
AJCC8,Ampulla of Vater,N,N0,exact
AJCC8,Ampulla of Vater,N,N1,exact
AJCC8,Ampulla of Vater,N,N2,exact
AJCC8,Ampulla of Vater,T,T1,exact
AJCC8,Ampulla of Vater,T,T1a,exact
AJCC8,Ampulla of Vater,T,T1b,exact
AJCC8,Ampulla of Vater,T,T2,exact
AJCC8,Ampulla of Vater,T,T3,exact
AJCC8,Ampulla of Vater,T,T3a,exact
AJCC8,Ampulla of Vater,T,T3b,exact
AJCC8,Ampulla of Vater,T,T4,exact
AJCC8,Ampulla of Vater,T,Tis,exact
AJCC8,Exocrine pancreas,M,M0,exact
AJCC8,Exocrine pancreas,M,M1,exact
AJCC8,Exocrine pancreas,T,T1,exact
AJCC8,Exocrine pancreas,T,T1a,exact
AJCC8,Exocrine pancreas,T,T1b,exact
AJCC8,Exocrine pancreas,T,T1c,exact
AJCC8,Exocrine pancreas,T,T2,exact
AJCC8,Exocrine pancreas,T,T3,exact
AJCC8,Exocrine pancreas,T,T4,exact
AJCC8,Exocrine pancreas,T,Tis,exact
AJCC8,Exocrine pancreas,N,N0,exact
AJCC8,Exocrine pancreas,N,N1,exact
AJCC8,Exocrine pancreas,N,N2,exact
AJCC8,Small Intestine: Other Histologies,M,M0,exact
AJCC8,Small Intestine: Other Histologies,M,M1,exact
AJCC8,Small Intestine: Other Histologies,N,N0,exact
AJCC8,Small Intestine: Other Histologies,N,N1,exact
AJCC8,Small Intestine: Other Histologies,N,N2,exact
AJCC8,Small Intestine: Other Histologies,T,T1,exact
AJCC8,Small Intestine: Other Histologies,T,T2,exact
AJCC8,Small Intestine: Other Histologies,T,T3,exact
AJCC8,Small Intestine: Other Histologies,T,T4,exact
AJCC8,Small Intestine: Other Histologies,T,Tis,exact
AJCC8,NET - stomach,M,M0,exact
AJCC8,NET - stomach,M,M1,exact
AJCC8,NET - stomach,T,T0,exact
AJCC8,NET - stomach,T,T1,exact
AJCC8,NET - stomach,T,T2,exact
AJCC8,NET - stomach,T,T3,exact
AJCC8,NET - stomach,T,T4,exact
AJCC8,NET - stomach,T,TX,exact
AJCC8,NET - stomach,N,N0,exact
AJCC8,NET - stomach,N,N1,exact
AJCC8,NET - stomach,N,NX,exact
AJCC8,NET - duodenum / ampulla,M,M0,exact
AJCC8,NET - duodenum / ampulla,M,M1,exact
AJCC8,NET - duodenum / ampulla,N,N0,exact
AJCC8,NET - duodenum / ampulla,N,N1,exact
AJCC8,NET - duodenum / ampulla,T,T1,exact
AJCC8,NET - duodenum / ampulla,T,T2,exact
AJCC8,NET - duodenum / ampulla,T,T3,exact
AJCC8,NET - duodenum / ampulla,T,T4,exact
AJCC8,NET - jejunum / ileum,M,M0,exact
AJCC8,NET - jejunum / ileum,M,M1,exact
AJCC8,NET - jejunum / ileum,N,N0,exact
AJCC8,NET - jejunum / ileum,N,N1,exact
AJCC8,NET - jejunum / ileum,N,N2,exact
AJCC8,NET - jejunum / ileum,N,NX,exact
AJCC8,NET - jejunum / ileum,T,T0,exact
AJCC8,NET - jejunum / ileum,T,T1,exact
AJCC8,NET - jejunum / ileum,T,T2,exact
AJCC8,NET - jejunum / ileum,T,T3,exact
AJCC8,NET - jejunum / ileum,T,T4,exact
AJCC8,NET - jejunum / ileum,T,TX,exact
AJCC8,NET - appendix,M,M0,exact
AJCC8,NET - appendix,M,M1,exact
AJCC8,NET - appendix,N,N0,exact
AJCC8,NET - appendix,N,N1,exact
AJCC8,NET - appendix,N,NX,exact
AJCC8,NET - appendix,T,T0,exact
AJCC8,NET - appendix,T,T1,exact
AJCC8,NET - appendix,T,T2,exact
AJCC8,NET - appendix,T,T3,exact
AJCC8,NET - appendix,T,T4,exact
AJCC8,NET - appendix,T,TX,exact
AJCC8,NET - colon / rectum,M,M0,exact
AJCC8,NET - colon / rectum,M,M1,exact
AJCC8,NET - colon / rectum,N,N0,exact
AJCC8,NET - colon / rectum,N,N1,exact
AJCC8,NET - colon / rectum,T,T0,exact
AJCC8,NET - colon / rectum,T,T1,exact
AJCC8,NET - colon / rectum,T,T2,exact
AJCC8,NET - colon / rectum,T,T3,exact
AJCC8,NET - colon / rectum,T,T4,exact
AJCC8,NET - colon / rectum,T,TX,exact
AJCC8,NET - pancreas,M,M0,exact
AJCC8,NET - pancreas,M,M1,exact
AJCC8,NET - pancreas,N,N0,exact
AJCC8,NET - pancreas,N,N1,exact
AJCC8,NET - pancreas,T,T1,exact
AJCC8,NET - pancreas,T,T2,exact
AJCC8,NET - pancreas,T,T3,exact
AJCC8,NET - pancreas,T,T4,exact
AJCC8,Vulva,T,T1-T2,exact
AJCC8,Vulva,N,N1,exact
AJCC8,Vulva,N,N2a,exact
AJCC8,Vulva,N,N2b,exact
AJCC8,Vulva,M,M0,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1a,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1b,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1c,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T2,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T3,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T3a,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T3b,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T4,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,N,N0,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,N,N1,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,M,M0,exact
AJCC8,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,M,M1,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T1,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T1a,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T1b,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T1c,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T2,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T3,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T3a,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T3b,exact
AJCC8,Corpus Uteri – Adenosarcoma,T,T4,exact
AJCC8,Corpus Uteri – Adenosarcoma,N,N0,exact
AJCC8,Corpus Uteri – Adenosarcoma,N,N1,exact
AJCC8,Corpus Uteri – Adenosarcoma,M,M0,exact
AJCC8,Corpus Uteri – Adenosarcoma,M,M1,exact
AJCC8,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T1,exact
AJCC8,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T2,exact
AJCC8,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",N,N0,exact
AJCC8,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",N,N1,exact
AJCC8,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",M,M0,exact
AJCC8,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",M,M1b,exact
AJCC8,Penis,T,T3,exact
AJCC8,Penis,T,TA,exact
AJCC8,Penis,T,Tis,exact
AJCC8,Penis,N,N0,exact
AJCC8,Penis,M,M0,exact
AJCC8,Prostate,T,T1,exact
AJCC8,Prostate,T,T2,exact
AJCC8,Prostate,T,T2b,parent
AJCC8,Prostate,T,T2c,parent
AJCC8,Prostate,N,N0,exact
AJCC8,Prostate,M,M0,exact
AJCC8,Kidney,T,T1,exact
AJCC8,Kidney,T,T2,exact
AJCC8,Kidney,T,T3,exact
AJCC8,Kidney,T,T4,exact
AJCC8,Kidney,N,N0,exact
AJCC8,Kidney,N,N1,exact
AJCC8,Kidney,N,NX,exact
AJCC8,Kidney,M,M0,exact
AJCC8,Kidney,M,M1,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T1,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T1-T4a,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T2a,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T2b,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T3a,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T3b,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T4a,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,T4b,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,TA,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,T,Tis,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,N,N0,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,N,N1,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,N,N2,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,N,N3,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,M,M0,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,M,M1a,exact
AJCC8,Urinary Bladder: Urothelial Carcinomas,M,M1b,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T1,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T1-T4a,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T2a,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T2b,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T3a,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T3b,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T4a,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T4b,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,TA,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,Tis,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N0,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N1,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N2,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N3,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,M,M0,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,M,M1a,exact
AJCC8,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,M,M1b,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,T1,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,T2,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,TA,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,Tis,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,N,N0,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,N,N1,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,M,M0,exact
AJCC8,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,M,M1,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T1,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T2,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,TA,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tis,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N0,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N1,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M0,exact
AJCC8,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M1,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,T,T1,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,T,T2,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,T,TA,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,T,Tis,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,N,N0,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,N,N1,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,M,M0,exact
AJCC8,Prostatic Urethra: Urothelial Carcinomas,M,M1,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T1,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T2,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,TA,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tis,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N0,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N1,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M0,exact
AJCC8,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M1,exact
AJCC8,Eyelid Carcinoma,T,T1,exact
AJCC8,Eyelid Carcinoma,T,T2a,exact
AJCC8,Eyelid Carcinoma,T,Tis,exact
AJCC8,Eyelid Carcinoma,N,N0,exact
AJCC8,Eyelid Carcinoma,M,M0,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T1a,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T1b-d,parent
AJCC8,Uveal Melanoma – Iris Melanoma,T,T2a,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T2b,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T2c-d,parent
AJCC8,Uveal Melanoma – Iris Melanoma,T,T3a,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T3b,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T3c,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T3d,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T4a,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T4b,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T4c,exact
AJCC8,Uveal Melanoma – Iris Melanoma,T,T4d-e,parent
AJCC8,Uveal Melanoma – Iris Melanoma,N,N0,exact
AJCC8,Uveal Melanoma – Iris Melanoma,N,N1,exact
AJCC8,Uveal Melanoma – Iris Melanoma,M,M0,exact
AJCC8,Uveal Melanoma – Iris Melanoma,M,M1a,exact
AJCC8,Uveal Melanoma – Iris Melanoma,M,M1b,exact
AJCC8,Uveal Melanoma – Iris Melanoma,M,M1c,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T1a,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T1b-d,parent
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T2a,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T2b,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T2c-d,parent
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3a,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3b,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3c,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3d,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4a,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4b,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4c,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4d-e,parent
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,N,N0,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,N,N1,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M0,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M1a,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M1b,exact
AJCC8,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M1c,exact
AJCC8,Retinoblastoma,T,T4a,exact
AJCC8,Retinoblastoma,T,T4b,exact
AJCC8,Retinoblastoma,N,N0,exact
AJCC8,Retinoblastoma,N,N1,exact
AJCC8,Retinoblastoma,M,M0,exact
AJCC8,Retinoblastoma,M,M1,exact
AJCC8,Retinoblastoma,M,M1AnyH,parent
AJCC8,Thyroid – Differentiated,T,T1-T3a,exact
AJCC8,Thyroid – Differentiated,T,T3b,exact
AJCC8,Thyroid – Differentiated,T,T4,exact
AJCC8,Thyroid – Differentiated,N,N0,exact
AJCC8,Thyroid – Differentiated,N,N1,exact
AJCC8,Thyroid – Differentiated,N,NX,exact
AJCC8,Thyroid – Differentiated,M,M0,exact
AJCC8,Thyroid – Differentiated,M,M1,exact
AJCC8,Thyroid – Anaplastic,T,T1-T3a,exact
AJCC8,Thyroid – Anaplastic,T,T3b,exact
AJCC8,Thyroid – Anaplastic,T,T4,exact
AJCC8,Thyroid – Anaplastic,N,N0,exact
AJCC8,Thyroid – Anaplastic,N,N1,exact
AJCC8,Thyroid – Anaplastic,N,NX,exact
AJCC8,Thyroid – Anaplastic,M,M0,exact
AJCC8,Thyroid – Anaplastic,M,M1,exact
AJCC8,Thyroid – Medullary,T,Tothethyroid,exact
AJCC8,Thyroid – Medullary,N,AnyT,exact
AJCC8,Thyroid – Medullary,M,AnyN,exact
AJCC8,Primary Cutaneous Lymphoma: Mycosis Fungoides and Sézary Syndrome,T,T1,exact
AJCC8,Primary Cutaneous Lymphoma: Mycosis Fungoides and Sézary Syndrome,T,T2,exact
AJCC8,Primary Cutaneous Lymphoma: Mycosis Fungoides and Sézary Syndrome,N,N0,exact
AJCC8,Primary Cutaneous Lymphoma: Mycosis Fungoides and Sézary Syndrome,M,M0,exact
AJCC8,Primary Cutaneous Lymphoma: Primary Cutaneous B-Cell/T-Cell (non-MF/SS),T,T1,exact
AJCC8,Primary Cutaneous Lymphoma: Primary Cutaneous B-Cell/T-Cell (non-MF/SS),T,T2,exact
AJCC8,Primary Cutaneous Lymphoma: Primary Cutaneous B-Cell/T-Cell (non-MF/SS),N,N0,exact
AJCC8,Primary Cutaneous Lymphoma: Primary Cutaneous B-Cell/T-Cell (non-MF/SS),M,M0,exact
AJCC8,Renal Pelvis and Ureter,M,M0,exact
AJCC8,Renal Pelvis and Ureter,M,M1,exact
AJCC8,Renal Pelvis and Ureter,T,T1,exact
AJCC8,Renal Pelvis and Ureter,T,T2,exact
AJCC8,Renal Pelvis and Ureter,T,TA,exact
AJCC8,Renal Pelvis and Ureter,T,Tis,exact
AJCC8,Renal Pelvis and Ureter,N,N0,exact
