map_id,v5_term,v5_soc,v5_page,v6_term,v6_soc,v6_page,map_type,change_flag,changed_fields,possible_counterpart_term,mapping_note
M0293,Gastric hemorrhage,Gastrointestinal disorders,32,Gastric hemorrhage,Gastrointestinal disorders,59,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0294,Gastric necrosis,Gastrointestinal disorders,32,Gastric necrosis,Gastrointestinal disorders,59,exact_term,Same,-,-,Exact same AE term in both versions.
M0295,Gastric perforation,Gastrointestinal disorders,32,Gastric perforation,Gastrointestinal disorders,59,exact_term,Same,-,-,Exact same AE term in both versions.
M0296,Gastric stenosis,Gastrointestinal disorders,32,Gastric stenosis,Gastrointestinal disorders,60,exact_term,Same,-,-,Exact same AE term in both versions.
M0297,Gastric ulcer,Gastrointestinal disorders,32,Gastric ulcer,Gastrointestinal disorders,60,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0298,Gastritis,Gastrointestinal disorders,33,Gastritis,Gastrointestinal disorders,60,exact_term,Same,-,-,Exact same AE term in both versions.
M0299,Gastroesophageal reflux disease,Gastrointestinal disorders,33,Gastroesophageal reflux disease,Gastrointestinal disorders,61,exact_term,Same,-,-,Exact same AE term in both versions.
M0300,Gastrointestinal anastomotic leak,"Injury, poisoning and procedural complications",72,Gastrointestinal anastomotic leak,"Injury, poisoning and procedural complications",138,exact_term,Same,-,-,Exact same AE term in both versions.
M0301,"Gastrointestinal disorders - Other, specify",Gastrointestinal disorders,43,"Gastrointestinal disorders - Other, specify",Gastrointestinal disorders,61,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0302,Gastrointestinal fistula,Gastrointestinal disorders,33,Gastrointestinal fistula,Gastrointestinal disorders,61,exact_term,Same,-,-,Exact same AE term in both versions.
M0303,Gastrointestinal pain,Gastrointestinal disorders,33,Gastrointestinal pain,Gastrointestinal disorders,62,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0304,Gastrointestinal stoma necrosis,"Injury, poisoning and procedural complications",72,Gastrointestinal stoma necrosis,"Injury, poisoning and procedural complications",138,exact_term,Same,-,-,Exact same AE term in both versions.
M0305,Gastroparesis,Gastrointestinal disorders,33,Gastroparesis,Gastrointestinal disorders,62,exact_term,Same,-,-,Exact same AE term in both versions.
M0306,"General disorders and administration site conditions - Other, specify",General disorders and administration site conditions,47,"General disorders and administration site conditions - Other, specify",General disorders and administration site conditions,86,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0307,Generalized edema,General disorders and administration site conditions,46,Generalized edema,General disorders and administration site conditions,86,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0308,Generalized muscle weakness,Musculoskeletal and connective tissue disorders,96,Generalized muscle weakness,Musculoskeletal and connective tissue disorders,188,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0309,Genital edema,Reproductive system and breast disorders,124,-,-,-,v5_only,v5 only,-,-,-
M0310,GGT increased,Investigations,87,GGT increased,Investigations,167,exact_term,Changed,g1; g2; g3; g4; definition,-,Exact same AE term in both versions.
M0311,Gingival pain,Gastrointestinal disorders,33,Gingival pain,Gastrointestinal disorders,62,exact_term,Changed,note,-,Exact same AE term in both versions.
M0312,Glaucoma,Eye disorders,19,Glaucoma,Eye disorders,38,exact_term,Changed,g2,-,Exact same AE term in both versions.
M0313,-,-,-,Glomerulonephritis,Renal and urinary disorders,243,v6_only,v6 only,-,-,-
M0314,Glossopharyngeal nerve disorder,Nervous system disorders,107,Glossopharyngeal nerve disorder,Nervous system disorders,214,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0315,Glucose intolerance,Metabolism and nutrition disorders,91,-,-,-,v5_only,v5 only,-,-,-
M0316,Glucosuria,Renal and urinary disorders,120,Glucosuria,Renal and urinary disorders,243,exact_term,Same,-,-,Exact same AE term in both versions.
M0317,-,-,-,Graft versus host disease,Immune system disorders,100,v6_only,v6 only,-,-,-
M0318,Growth accelerated,Endocrine disorders,15,Growth accelerated,Musculoskeletal and connective tissue disorders,188,exact_term,Changed,soc; g2,-,Exact same AE term in both versions.
M0319,Growth hormone abnormal,Investigations,88,Growth hormone abnormal,Investigations,168,exact_term,Changed,g2; definition,-,Exact same AE term in both versions.
M0320,Growth suppression,Musculoskeletal and connective tissue disorders,97,Growth suppression,Musculoskeletal and connective tissue disorders,188,exact_term,Same,-,-,Exact same AE term in both versions.
M0321,Guillain-Barre syndrome,Nervous system disorders,107,Guillain-Barre syndrome,Nervous system disorders,214,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0322,Gum infection,Infections and infestations,58,Gum infection,Infections and infestations,114,exact_term,Same,-,-,Exact same AE term in both versions.
M0323,Gynecomastia,Reproductive system and breast disorders,124,Gynecomastia,Reproductive system and breast disorders,254,exact_term,Same,-,-,Exact same AE term in both versions.
M0324,Hair color changes,Skin and subcutaneous tissue disorders,143,Hair color changes,Skin and subcutaneous tissue disorders,292,exact_term,Same,-,-,Exact same AE term in both versions.
M0325,Hair texture abnormal,Skin and subcutaneous tissue disorders,143,Hair texture abnormal,Skin and subcutaneous tissue disorders,293,exact_term,Same,-,-,Exact same AE term in both versions.
M0326,Hallucinations,Psychiatric disorders,116,Hallucinations,Psychiatric disorders,237,exact_term,Same,-,-,Exact same AE term in both versions.
M0327,Haptoglobin decreased,Investigations,88,Haptoglobin decreased,Investigations,168,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0328,-,-,-,HDL decreased,Investigations,168,v6_only,v6 only,-,-,-
M0329,Head soft tissue necrosis,Musculoskeletal and connective tissue disorders,97,Head soft tissue necrosis,Musculoskeletal and connective tissue disorders,189,exact_term,Changed,note,-,Exact same AE term in both versions.
M0330,Headache,Nervous system disorders,107,Headache,Nervous system disorders,214,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0331,Hearing impaired,Ear and labyrinth disorders,13,Hearing impaired,Ear and labyrinth disorders,25,exact_term,Changed,g1; g2; g3; g4,-,Exact same AE term in both versions.
M0332,Heart failure,Cardiac disorders,7,Heart failure,Cardiac disorders,13,exact_term,Changed,g1; g2; g3; g4; note,-,Exact same AE term in both versions.
M0333,-,-,-,Hematemesis,Gastrointestinal disorders,63,v6_only,v6 only,-,-,-
M0334,-,-,-,Hematochezia,Gastrointestinal disorders,63,v6_only,v6 only,-,-,-
M0335,Hematoma,Vascular disorders,152,Hematoma,Vascular disorders,307,exact_term,Changed,note,-,Exact same AE term in both versions.
M0336,Hematosalpinx,Reproductive system and breast disorders,125,Hematosalpinx,Reproductive system and breast disorders,254,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0337,Hematuria,Renal and urinary disorders,120,Hematuria,Renal and urinary disorders,244,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0338,-,-,-,Hemiparesis,Nervous system disorders,215,v6_only,v6 only,-,-,-
M0339,Hemoglobin increased,Investigations,88,Hemoglobin increased,Investigations,168,exact_term,Changed,g1; g2; g3; definition,-,Exact same AE term in both versions.
M0340,Hemoglobinuria,Renal and urinary disorders,120,Hemoglobinuria,Renal and urinary disorders,244,exact_term,Changed,note,-,Exact same AE term in both versions.
M0341,Hemolysis,Blood and lymphatic system disorders,4,Hemolysis,Blood and lymphatic system disorders,6,exact_term,Same,-,-,Exact same AE term in both versions.
M0342,-,-,-,Hemolytic anemia,Blood and lymphatic system disorders,7,v6_only,v6 only,-,-,-
M0343,Hemolytic uremic syndrome,Blood and lymphatic system disorders,5,Hemolytic uremic syndrome,Blood and lymphatic system disorders,7,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0344,Hemorrhoidal hemorrhage,Gastrointestinal disorders,33,Hemorrhoidal hemorrhage,Gastrointestinal disorders,63,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0345,Hemorrhoids,Gastrointestinal disorders,34,Hemorrhoids,Gastrointestinal disorders,63,exact_term,Same,-,-,Exact same AE term in both versions.
M0346,Hepatic failure,Hepatobiliary disorders,49,Hepatic failure,Hepatobiliary disorders,95,exact_term,Changed,g3; definition,-,Exact same AE term in both versions.
M0347,Hepatic hemorrhage,Hepatobiliary disorders,49,Hepatic hemorrhage,Hepatobiliary disorders,95,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0348,Hepatic infection,Infections and infestations,59,Hepatic infection,Infections and infestations,114,exact_term,Same,-,-,Exact same AE term in both versions.
M0349,Hepatic necrosis,Hepatobiliary disorders,49,Hepatic necrosis,Hepatobiliary disorders,96,exact_term,Same,-,-,Exact same AE term in both versions.
M0350,Hepatic pain,Hepatobiliary disorders,50,Hepatic pain,Hepatobiliary disorders,96,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0351,-,-,-,Hepatitis,Hepatobiliary disorders,96,v6_only,v6 only,-,-,-
M0352,Hepatitis B reactivation,Infections and infestations,59,Hepatitis B reactivation,Infections and infestations,114,exact_term,Same,-,-,Exact same AE term in both versions.
M0353,Hepatitis viral,Infections and infestations,59,Hepatitis viral,Infections and infestations,115,exact_term,Same,-,-,Exact same AE term in both versions.
M0354,"Hepatobiliary disorders - Other, specify",Hepatobiliary disorders,50,"Hepatobiliary disorders - Other, specify",Hepatobiliary disorders,97,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0355,Herpes simplex reactivation,Infections and infestations,59,Herpes simplex reactivation,Infections and infestations,115,exact_term,Same,-,-,Exact same AE term in both versions.
M0356,Hiccups,"Respiratory, thoracic and mediastinal disorders",133,Hiccups,"Respiratory, thoracic and mediastinal disorders",272,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0357,Hip fracture,"Injury, poisoning and procedural complications",73,-,-,-,v5_only,v5 only,-,-,-
M0358,Hirsutism,Skin and subcutaneous tissue disorders,143,Hirsutism,Skin and subcutaneous tissue disorders,293,exact_term,Same,-,-,Exact same AE term in both versions.
M0359,Hoarseness,"Respiratory, thoracic and mediastinal disorders",133,Hoarseness,"Respiratory, thoracic and mediastinal disorders",273,exact_term,Same,-,-,Exact same AE term in both versions.
M0360,Hot flashes,Vascular disorders,152,Hot flashes,Vascular disorders,307,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0361,Hydrocephalus,Nervous system disorders,108,Hydrocephalus,Nervous system disorders,215,exact_term,Same,-,-,Exact same AE term in both versions.
M0362,Hypercalcemia,Metabolism and nutrition disorders,91,Hypercalcemia,Metabolism and nutrition disorders,176,exact_term,Same,-,-,Exact same AE term in both versions.
M0363,Hyperglycemia,Metabolism and nutrition disorders,92,Hyperglycemia,Metabolism and nutrition disorders,176,exact_term,Changed,g1; g2; g3; g4; g5; definition; note,-,Exact same AE term in both versions.
M0364,Hyperhidrosis,Skin and subcutaneous tissue disorders,144,Hyperhidrosis,Skin and subcutaneous tissue disorders,293,exact_term,Changed,note,-,Exact same AE term in both versions.
M0365,Hyperkalemia,Metabolism and nutrition disorders,92,Hyperkalemia,Metabolism and nutrition disorders,177,exact_term,Same,-,-,Exact same AE term in both versions.
M0366,Hyperkeratosis,Skin and subcutaneous tissue disorders,144,Hyperkeratosis,Skin and subcutaneous tissue disorders,294,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0367,Hyperlipidemia,Metabolism and nutrition disorders,92,Hyperlipidemia,Metabolism and nutrition disorders,177,exact_term,Changed,g3; note,-,Exact same AE term in both versions.
M0368,Hypermagnesemia,Metabolism and nutrition disorders,92,Hypermagnesemia,Metabolism and nutrition disorders,177,exact_term,Same,-,-,Exact same AE term in both versions.
M0369,Hypernatremia,Metabolism and nutrition disorders,92,Hypernatremia,Metabolism and nutrition disorders,177,exact_term,Same,-,-,Exact same AE term in both versions.
M0370,Hyperparathyroidism,Endocrine disorders,15,Hyperparathyroidism,Endocrine disorders,28,exact_term,Same,-,-,Exact same AE term in both versions.
M0371,Hyperphosphatemia,Metabolism and nutrition disorders,92,Hyperphosphatemia,Metabolism and nutrition disorders,178,exact_term,Same,-,-,Exact same AE term in both versions.
M0372,Hypersomnia,Nervous system disorders,108,Hypersomnia,Nervous system disorders,215,exact_term,Changed,g1; g2; definition,-,Exact same AE term in both versions.
M0373,Hypertension,Vascular disorders,153,Hypertension,Vascular disorders,308,exact_term,Changed,g1; g2; g3; g4,-,Exact same AE term in both versions.
M0374,Hyperthyroidism,Endocrine disorders,15,Hyperthyroidism,Endocrine disorders,29,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0375,Hypertrichosis,Skin and subcutaneous tissue disorders,144,Hypertrichosis,Skin and subcutaneous tissue disorders,294,exact_term,Same,-,-,Exact same AE term in both versions.
M0376,Hypertriglyceridemia,Metabolism and nutrition disorders,92,Hypertriglyceridemia,Metabolism and nutrition disorders,178,exact_term,Same,-,-,Exact same AE term in both versions.
M0377,Hyperuricemia,Metabolism and nutrition disorders,93,Hyperuricemia,Metabolism and nutrition disorders,178,exact_term,Same,-,-,Exact same AE term in both versions.
M0378,Hypoalbuminemia,Metabolism and nutrition disorders,93,Hypoalbuminemia,Metabolism and nutrition disorders,179,exact_term,Same,-,-,Exact same AE term in both versions.
M0379,Hypocalcemia,Metabolism and nutrition disorders,93,Hypocalcemia,Metabolism and nutrition disorders,179,exact_term,Same,-,-,Exact same AE term in both versions.
M0380,Hypoglossal nerve disorder,Nervous system disorders,108,Hypoglossal nerve disorder,Nervous system disorders,216,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0381,Hypoglycemia,Metabolism and nutrition disorders,93,Hypoglycemia,Metabolism and nutrition disorders,179,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0382,-,-,-,Hypogonadism,Endocrine disorders,29,v6_only,v6 only,-,-,-
M0383,Hypohidrosis,Skin and subcutaneous tissue disorders,144,Hypohidrosis,Skin and subcutaneous tissue disorders,295,exact_term,Changed,g2; g3; g4,-,Exact same AE term in both versions.
M0384,Hypokalemia,Metabolism and nutrition disorders,93,Hypokalemia,Metabolism and nutrition disorders,180,exact_term,Same,-,-,Exact same AE term in both versions.
M0385,Hypomagnesemia,Metabolism and nutrition disorders,93,Hypomagnesemia,Metabolism and nutrition disorders,180,exact_term,Same,-,-,Exact same AE term in both versions.
M0386,Hyponatremia,Metabolism and nutrition disorders,93,Hyponatremia,Metabolism and nutrition disorders,180,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0387,Hypoparathyroidism,Endocrine disorders,16,Hypoparathyroidism,Endocrine disorders,30,exact_term,Same,-,-,Exact same AE term in both versions.
M0388,Hypophosphatemia,Metabolism and nutrition disorders,94,Hypophosphatemia,Metabolism and nutrition disorders,181,exact_term,Same,-,-,Exact same AE term in both versions.
M0389,Hypophysitis,Endocrine disorders,16,Hypophysitis,Endocrine disorders,30,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0390,Hypopituitarism,Endocrine disorders,16,Hypopituitarism,Endocrine disorders,31,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0391,Hypotension,Vascular disorders,153,Hypotension,Vascular disorders,308,exact_term,Same,-,-,Exact same AE term in both versions.
M0392,Hypothermia,General disorders and administration site conditions,46,Hypothermia,General disorders and administration site conditions,87,exact_term,Same,-,-,Exact same AE term in both versions.
M0393,Hypothyroidism,Endocrine disorders,16,Hypothyroidism,Endocrine disorders,31,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0394,Hypoxia,"Respiratory, thoracic and mediastinal disorders",134,Hypoxia,"Respiratory, thoracic and mediastinal disorders",273,exact_term,Changed,g1; g3; note,-,Exact same AE term in both versions.
M0395,Ileal fistula,Gastrointestinal disorders,34,Ileal fistula,Gastrointestinal disorders,64,exact_term,Same,-,-,Exact same AE term in both versions.
M0396,Ileal hemorrhage,Gastrointestinal disorders,34,Ileal hemorrhage,Gastrointestinal disorders,64,exact_term,Changed,g3; note,-,Exact same AE term in both versions.
M0397,Ileal obstruction,Gastrointestinal disorders,34,Ileal obstruction,Gastrointestinal disorders,64,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0398,Ileal perforation,Gastrointestinal disorders,34,Ileal perforation,Gastrointestinal disorders,65,exact_term,Changed,note,-,Exact same AE term in both versions.
M0399,Ileal stenosis,Gastrointestinal disorders,34,Ileal stenosis,Gastrointestinal disorders,65,exact_term,Same,-,-,Exact same AE term in both versions.
M0400,Ileal ulcer,Gastrointestinal disorders,35,Ileal ulcer,Gastrointestinal disorders,65,exact_term,Same,-,-,Exact same AE term in both versions.
M0401,Ileus,Gastrointestinal disorders,35,Ileus,Gastrointestinal disorders,66,exact_term,Same,-,-,Exact same AE term in both versions.
M0402,-,-,-,Immune effector cell-associated neurotoxicity syndrome,Nervous system disorders,216,v6_only,v6 only,-,-,-
M0403,"Immune system disorders - Other, specify",Immune system disorders,52,"Immune system disorders - Other, specify",Immune system disorders,101,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0404,"Infections and infestations - Other, specify",Infections and infestations,69,"Infections and infestations - Other, specify",Infections and infestations,116,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0405,Infective myositis,Infections and infestations,59,Infective myositis,Infections and infestations,116,exact_term,Same,-,-,Exact same AE term in both versions.
M0406,Infusion related reaction,"Injury, poisoning and procedural complications",73,Infusion related reaction,"Injury, poisoning and procedural complications",138,exact_term,Changed,note,-,Exact same AE term in both versions.
M0407,Infusion site extravasation,General disorders and administration site conditions,46,Infusion site extravasation,General disorders and administration site conditions,87,exact_term,Same,-,-,Exact same AE term in both versions.
M0408,Injection site reaction,General disorders and administration site conditions,46,Injection site reaction,General disorders and administration site conditions,87,exact_term,Same,-,-,Exact same AE term in both versions.
M0409,Injury to carotid artery,"Injury, poisoning and procedural complications",73,Injury to carotid artery,"Injury, poisoning and procedural complications",139,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0410,Injury to inferior vena cava,"Injury, poisoning and procedural complications",73,Injury to inferior vena cava,"Injury, poisoning and procedural complications",139,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0411,Injury to jugular vein,"Injury, poisoning and procedural complications",73,Injury to jugular vein,"Injury, poisoning and procedural complications",139,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0412,Injury to superior vena cava,"Injury, poisoning and procedural complications",74,Injury to superior vena cava,"Injury, poisoning and procedural complications",140,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0413,"Injury, poisoning and procedural complications - Other, specify","Injury, poisoning and procedural complications",83,"Injury, poisoning and procedural complications - Other, specify","Injury, poisoning and procedural complications",140,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0414,INR increased,Investigations,88,INR increased,Investigations,169,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0415,Insomnia,Psychiatric disorders,116,Insomnia,Psychiatric disorders,237,exact_term,Same,-,-,Exact same AE term in both versions.
M0416,Intestinal stoma leak,"Injury, poisoning and procedural complications",74,Intestinal stoma leak,"Injury, poisoning and procedural complications",141,exact_term,Same,-,-,Exact same AE term in both versions.
M0417,Intestinal stoma obstruction,"Injury, poisoning and procedural complications",74,Intestinal stoma obstruction,"Injury, poisoning and procedural complications",141,exact_term,Same,-,-,Exact same AE term in both versions.
M0418,Intestinal stoma site bleeding,"Injury, poisoning and procedural complications",74,Intestinal stoma site bleeding,"Injury, poisoning and procedural complications",141,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0419,Intra-abdominal hemorrhage,Gastrointestinal disorders,35,Intra-abdominal hemorrhage,Gastrointestinal disorders,66,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0420,Intracranial hemorrhage,Nervous system disorders,108,Intracranial hemorrhage,Nervous system disorders,217,exact_term,Changed,g1; definition,-,Exact same AE term in both versions.
M0421,Intraoperative arterial injury,"Injury, poisoning and procedural complications",74,Intraoperative arterial injury,"Injury, poisoning and procedural complications",142,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0422,Intraoperative breast injury,"Injury, poisoning and procedural complications",74,Intraoperative breast injury,"Injury, poisoning and procedural complications",142,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0423,Intraoperative cardiac injury,"Injury, poisoning and procedural complications",75,Intraoperative cardiac injury,"Injury, poisoning and procedural complications",142,exact_term,Same,-,-,Exact same AE term in both versions.
M0424,Intraoperative ear injury,"Injury, poisoning and procedural complications",75,Intraoperative ear injury,"Injury, poisoning and procedural complications",143,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0425,Intraoperative endocrine injury,"Injury, poisoning and procedural complications",75,Intraoperative endocrine injury,"Injury, poisoning and procedural complications",143,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0426,Intraoperative gastrointestinal injury,"Injury, poisoning and procedural complications",75,Intraoperative gastrointestinal injury,"Injury, poisoning and procedural complications",144,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0427,Intraoperative head and neck injury,"Injury, poisoning and procedural complications",75,Intraoperative head and neck injury,"Injury, poisoning and procedural complications",144,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0428,Intraoperative hemorrhage,"Injury, poisoning and procedural complications",75,Intraoperative hemorrhage,"Injury, poisoning and procedural complications",144,exact_term,Same,-,-,Exact same AE term in both versions.
M0429,Intraoperative hepatobiliary injury,"Injury, poisoning and procedural complications",76,Intraoperative hepatobiliary injury,"Injury, poisoning and procedural complications",145,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0430,Intraoperative musculoskeletal injury,"Injury, poisoning and procedural complications",76,Intraoperative musculoskeletal injury,"Injury, poisoning and procedural complications",145,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0431,Intraoperative neurological injury,"Injury, poisoning and procedural complications",76,Intraoperative neurological injury,"Injury, poisoning and procedural complications",146,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0432,Intraoperative ocular injury,"Injury, poisoning and procedural complications",76,Intraoperative ocular injury,"Injury, poisoning and procedural complications",146,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0433,Intraoperative renal injury,"Injury, poisoning and procedural complications",76,Intraoperative renal injury,"Injury, poisoning and procedural complications",147,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0434,Intraoperative reproductive tract injury,"Injury, poisoning and procedural complications",76,Intraoperative reproductive tract injury,"Injury, poisoning and procedural complications",147,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0435,Intraoperative respiratory injury,"Injury, poisoning and procedural complications",77,Intraoperative respiratory injury,"Injury, poisoning and procedural complications",148,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0436,Intraoperative splenic injury,"Injury, poisoning and procedural complications",77,Intraoperative splenic injury,"Injury, poisoning and procedural complications",148,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0437,Intraoperative urinary injury,"Injury, poisoning and procedural complications",77,Intraoperative urinary injury,"Injury, poisoning and procedural complications",149,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0438,Intraoperative venous injury,"Injury, poisoning and procedural complications",77,Intraoperative venous injury,"Injury, poisoning and procedural complications",149,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0439,"Investigations - Other, specify",Investigations,90,"Investigations - Other, specify",Investigations,169,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0440,Iron overload,Metabolism and nutrition disorders,94,Iron overload,Metabolism and nutrition disorders,181,exact_term,Same,-,-,Exact same AE term in both versions.
M0441,Irregular menstruation,Reproductive system and breast disorders,125,Irregular menstruation,Reproductive system and breast disorders,254,exact_term,Changed,g1; g2; note,-,Exact same AE term in both versions.
M0442,Irritability,Psychiatric disorders,116,Irritability,Psychiatric disorders,237,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0443,Ischemia cerebrovascular,Nervous system disorders,108,-,-,-,v5_only,v5 only,-,-,-
M0444,Jejunal fistula,Gastrointestinal disorders,35,Jejunal fistula,Gastrointestinal disorders,66,exact_term,Same,-,-,Exact same AE term in both versions.
M0445,Jejunal hemorrhage,Gastrointestinal disorders,35,Jejunal hemorrhage,Gastrointestinal disorders,66,exact_term,Changed,g3; note,-,Exact same AE term in both versions.
M0446,Jejunal obstruction,Gastrointestinal disorders,35,Jejunal obstruction,Gastrointestinal disorders,67,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0447,Jejunal perforation,Gastrointestinal disorders,36,Jejunal perforation,Gastrointestinal disorders,67,exact_term,Changed,note,-,Exact same AE term in both versions.
M0448,Jejunal stenosis,Gastrointestinal disorders,36,Jejunal stenosis,Gastrointestinal disorders,67,exact_term,Same,-,-,Exact same AE term in both versions.
M0449,Jejunal ulcer,Gastrointestinal disorders,36,Jejunal ulcer,Gastrointestinal disorders,68,exact_term,Same,-,-,Exact same AE term in both versions.
M0450,Joint effusion,Musculoskeletal and connective tissue disorders,97,Joint effusion,Musculoskeletal and connective tissue disorders,189,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0451,Joint infection,Infections and infestations,60,Joint infection,Infections and infestations,117,exact_term,Same,-,-,Exact same AE term in both versions.
M0452,Joint range of motion decreased,Musculoskeletal and connective tissue disorders,97,Joint range of motion decreased,Musculoskeletal and connective tissue disorders,189,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0453,Joint range of motion decreased cervical spine,Musculoskeletal and connective tissue disorders,97,Joint range of motion decreased cervical spine,Musculoskeletal and connective tissue disorders,190,exact_term,Changed,note,-,Exact same AE term in both versions.
M0454,Joint range of motion decreased lumbar spine,Musculoskeletal and connective tissue disorders,98,Joint range of motion decreased lumbar spine,Musculoskeletal and connective tissue disorders,190,exact_term,Changed,note,-,Exact same AE term in both versions.
M0455,Keratitis,Eye disorders,20,Keratitis,Eye disorders,38,exact_term,Changed,g3; note,-,Exact same AE term in both versions.
M0456,-,-,-,Keratoacanthoma,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",201,v6_only,v6 only,-,-,-
M0457,Kidney anastomotic leak,"Injury, poisoning and procedural complications",77,Kidney anastomotic leak,"Injury, poisoning and procedural complications",149,exact_term,Same,-,-,Exact same AE term in both versions.
M0458,Kidney infection,Infections and infestations,60,Kidney infection,Infections and infestations,117,exact_term,Same,-,-,Exact same AE term in both versions.
M0459,Kyphosis,Musculoskeletal and connective tissue disorders,98,Kyphosis,Musculoskeletal and connective tissue disorders,190,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0460,Lactation disorder,Reproductive system and breast disorders,125,Lactation disorder,Reproductive system and breast disorders,255,exact_term,Same,-,-,Exact same AE term in both versions.
M0461,Large intestinal anastomotic leak,"Injury, poisoning and procedural complications",77,Large intestinal anastomotic leak,"Injury, poisoning and procedural complications",150,exact_term,Same,-,-,Exact same AE term in both versions.
M0462,Laryngeal edema,"Respiratory, thoracic and mediastinal disorders",134,Laryngeal edema,"Respiratory, thoracic and mediastinal disorders",273,exact_term,Changed,note,-,Exact same AE term in both versions.
M0463,Laryngeal fistula,"Respiratory, thoracic and mediastinal disorders",134,Laryngeal fistula,"Respiratory, thoracic and mediastinal disorders",274,exact_term,Same,-,-,Exact same AE term in both versions.
M0464,Laryngeal hemorrhage,"Respiratory, thoracic and mediastinal disorders",134,Laryngeal hemorrhage,"Respiratory, thoracic and mediastinal disorders",274,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0465,Laryngeal inflammation,"Respiratory, thoracic and mediastinal disorders",134,Laryngeal inflammation,"Respiratory, thoracic and mediastinal disorders",274,exact_term,Same,-,-,Exact same AE term in both versions.
M0466,Laryngeal mucositis,"Respiratory, thoracic and mediastinal disorders",134,Laryngeal mucositis,"Respiratory, thoracic and mediastinal disorders",275,exact_term,Changed,g2,-,Exact same AE term in both versions.
M0467,Laryngeal obstruction,"Respiratory, thoracic and mediastinal disorders",135,Laryngeal obstruction,"Respiratory, thoracic and mediastinal disorders",275,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
